@relation 'conjunto_de_datos_tmodulo_endiseg_web_2022-weka.filters.unsupervised.attribute.Remove-R1,3-55,58-60,62-71,73-74,76-224-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C1-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C2-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C4-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C5-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C6-Lfirst-last-M-weka.filters.MultiFilter-Fweka.filters.unsupervised.instance.RemoveWithValues -S 0.0 -C 1 -L first-last -M-Fweka.filters.unsupervised.instance.RemoveWithValues -S 0.0 -C 2 -L first-last -M-Fweka.filters.unsupervised.instance.RemoveWithValues -S 0.0 -C 3 -L first-last -M-Fweka.filters.unsupervised.instance.RemoveWithValues -S 0.0 -C 4 -L first-last -M-Fweka.filters.unsupervised.instance.RemoveWithValues -S 0.0 -C 5 -L first-last -M-Fweka.filters.unsupervised.instance.RemoveWithValues -S 0.0 -C 6 -L first-last -M-S1'

@attribute P4_1 numeric
@attribute P7_2 numeric
@attribute P7_3 numeric
@attribute P7_5 numeric
@attribute P8_1 numeric
@attribute P8_2 numeric

@data
44,10,7,20,2,12
23,3,10,17,3,16
28,12,12,14,3,16
15,11,0,0,2,11
30,6,14,14,2,1
41,7,20,20,2,1
34,16,22,17,2,15
32,12,17,23,2,15
34,6,15,17,3,1
41,13,13,16,1,26
28,7,9,15,2,1
20,12,12,6,2,13
28,12,15,16,2,13
32,3,8,28,2,1
22,15,16,0,3,16
36,7,18,18,2,1
30,12,18,18,2,1
24,10,21,21,3,22
25,12,21,21,2,12
18,15,0,0,2,15
28,12,15,15,2,12
20,11,15,15,3,1
24,12,19,23,2,16
41,11,15,18,2,1
17,4,12,14,3,16
33,8,12,12,2,1
62,10,12,15,2,1
20,14,16,19,1,1
18,12,15,0,3,17
29,12,12,17,2,15
18,5,10,0,1,1
28,10,10,10,2,12
30,10,0,0,2,10
34,12,13,20,1,23
49,6,14,25,1,16
38,15,18,23,2,1
20,8,12,0,1,16
22,8,17,0,3,16
24,12,15,20,3,19
30,9,13,16,1,1
52,8,8,12,2,12
17,12,12,0,3,15
21,17,21,0,6,17
30,17,21,21,2,15
24,13,14,22,2,1
16,10,16,0,6,13
59,12,12,12,2,16
37,13,13,18,3,19
33,13,17,17,6,13
39,8,12,18,2,12
34,8,18,21,1,1
39,11,11,17,1,32
39,12,13,20,1,19
55,5,17,20,1,1
44,8,8,14,2,15
28,6,12,16,6,1
24,11,14,17,2,15
25,12,19,20,3,22
32,12,24,24,2,16
22,15,18,18,2,16
39,10,13,17,1,1
36,8,8,17,3,14
43,14,18,21,3,27
19,12,15,0,3,13
35,5,11,11,2,10
19,4,16,0,6,18
36,13,16,16,2,13
15,12,0,0,3,14
38,14,14,17,1,14
31,6,17,20,3,6
24,11,11,11,6,1
45,5,25,26,1,5
26,12,12,18,2,15
34,14,17,18,2,1
36,11,14,19,1,16
48,12,17,20,1,1
21,7,12,13,3,13
19,12,16,16,2,16
36,10,12,18,1,9
18,14,0,0,2,15
25,12,15,20,2,13
17,11,15,0,2,1
19,10,16,18,1,12
23,14,20,20,3,17
51,6,8,17,2,12
61,12,17,17,2,15
20,14,14,18,3,1
17,8,8,13,2,1
15,12,13,0,3,14
17,13,13,0,3,1
24,4,18,19,3,1
19,10,0,0,3,18
19,0,16,0,6,18
57,15,20,23,1,14
23,10,16,18,2,15
23,15,16,17,2,14
18,10,13,0,3,12
29,14,21,21,2,16
21,7,19,19,3,14
29,8,14,19,3,14
43,3,20,20,1,3
55,8,15,20,2,14
43,15,18,18,2,16
32,11,23,25,1,11
49,47,30,28,3,47
35,5,14,17,1,1
31,9,13,17,3,21
29,11,6,17,2,6
20,20,0,20,2,1
35,11,17,20,3,28
23,15,16,16,2,15
31,13,13,13,2,1
16,13,0,0,3,1
23,12,15,17,1,12
30,6,6,15,2,1
27,10,17,18,2,12
41,12,16,16,2,1
21,13,16,18,6,19
21,11,14,15,1,14
35,6,20,21,2,1
47,12,25,25,2,12
33,20,26,27,2,26
41,11,12,19,2,18
56,6,11,16,2,11
70,5,5,24,1,60
42,6,28,30,2,1
33,13,19,19,2,13
18,5,11,0,3,6
22,12,14,17,3,16
18,15,0,0,2,17
39,12,12,14,2,6
39,8,14,12,1,18
15,9,0,0,6,13
31,11,13,17,1,17
35,11,12,21,2,1
15,7,12,12,3,1
27,11,11,17,6,13
27,5,14,17,2,17
32,8,19,21,6,9
40,6,10,13,2,1
26,7,22,0,3,1
51,13,16,19,2,17
44,14,15,15,2,10
36,18,18,29,2,10
22,18,18,0,2,21
41,13,13,17,3,1
23,10,16,16,3,14
58,7,18,18,2,1
17,15,15,0,3,16
32,5,8,13,3,5
29,14,15,15,3,14
34,15,15,17,1,16
29,12,14,18,2,1
21,0,0,0,6,21
41,4,18,4,1,1
34,15,0,0,3,24
48,9,11,13,2,9
50,10,15,16,2,12
26,6,11,17,3,26
36,15,17,19,1,11
40,11,12,19,1,11
20,12,15,15,3,12
19,15,19,0,3,16
27,11,16,18,2,15
18,15,16,17,3,16
15,13,0,0,1,14
15,10,15,0,3,13
18,11,15,0,3,16
15,10,12,0,3,13
16,10,10,11,3,12
18,12,16,0,2,1
30,6,18,18,2,1
36,15,18,20,3,15
55,16,24,24,2,14
26,15,12,16,3,18
16,13,0,0,3,14
23,7,16,21,3,17
27,13,15,16,2,14
21,11,11,15,3,16
15,8,0,0,3,14
16,13,0,0,6,12
15,5,5,0,3,14
16,6,16,0,3,1
34,11,11,14,3,25
17,8,0,0,3,16
31,12,14,18,2,16
23,12,12,16,3,16
22,14,17,19,6,18
18,14,15,0,3,14
26,18,21,0,3,21
16,9,9,0,3,12
15,11,12,0,3,15
27,12,13,15,3,25
31,16,19,19,3,23
16,13,15,0,3,14
16,13,14,0,3,15
16,8,14,0,3,11
15,12,15,0,3,14
15,14,14,0,3,15
15,7,12,0,3,14
30,8,18,18,1,1
15,0,10,0,3,11
31,12,14,14,2,12
16,8,14,0,3,14
23,14,15,19,1,16
41,14,30,30,2,28
25,14,15,17,2,1
42,5,7,18,3,38
22,13,14,18,1,16
15,14,0,0,3,15
36,12,12,16,2,15
36,12,18,22,2,12
23,5,10,16,3,12
15,11,0,0,3,13
15,13,14,0,3,15
16,8,0,0,3,13
16,11,13,0,2,13
15,12,13,0,3,13
16,6,14,15,3,13
16,5,15,0,3,1
31,12,15,15,1,18
15,12,14,14,3,1
15,11,14,14,3,15
15,15,0,0,3,14
32,5,13,18,3,21
32,12,18,18,2,13
32,13,19,20,2,18
41,12,13,13,6,1
15,15,14,0,3,15
15,11,11,15,3,15
17,11,11,0,3,16
16,0,0,0,3,15
16,11,13,0,3,15
19,12,13,0,3,16
42,12,15,17,2,15
19,11,16,18,3,1
18,11,17,0,3,11
31,6,14,18,1,17
33,5,21,21,2,21
22,11,13,15,3,13
18,10,14,18,3,17
32,10,7,25,2,10
20,9,0,0,3,14
33,7,11,19,2,16
29,5,11,13,2,1
33,13,14,21,1,13
34,12,15,18,2,1
37,5,5,6,2,1
15,13,0,0,3,14
22,4,13,16,3,12
16,11,14,0,3,13
31,18,18,18,2,18
19,5,13,15,3,14
43,8,10,10,2,8
40,13,15,18,2,23
28,12,27,27,3,21
41,11,14,14,2,16
22,9,12,18,6,16
15,10,11,15,6,1
25,6,14,17,6,15
26,3,10,17,3,1
16,10,12,0,3,14
15,11,14,0,3,13
15,0,0,0,3,15
15,10,11,13,2,9
16,12,12,0,3,14
16,6,8,0,3,14
16,13,14,0,3,1
25,12,12,19,3,24
51,12,19,21,2,13
15,10,0,0,6,13
27,6,7,15,2,1
30,13,14,17,6,15
44,4,11,26,3,37
17,13,15,0,3,15
33,11,15,14,2,14
26,5,5,6,2,1
17,12,12,0,3,15
15,12,15,0,3,14
15,12,13,0,3,15
15,14,15,0,3,1
39,9,19,19,3,19
15,13,13,0,6,15
15,11,12,0,3,14
28,14,17,17,3,13
16,12,12,16,3,16
19,10,14,19,3,16
25,6,8,8,3,1
24,11,13,17,2,10
41,12,12,19,2,1
25,15,25,0,3,19
30,8,13,21,3,14
66,8,12,14,6,1
25,7,12,17,3,14
34,12,14,19,2,17
23,15,15,21,2,1
16,12,0,0,3,14
27,8,12,18,3,15
32,8,9,12,2,1
21,12,15,16,3,21
25,8,13,15,2,13
35,12,14,15,3,19
23,12,12,16,3,12
37,12,12,17,1,20
30,12,13,14,3,1
23,6,15,16,3,10
40,9,10,15,6,37
27,13,13,16,3,17
28,12,13,22,2,6
24,17,17,18,3,19
38,6,14,14,2,1
30,15,17,20,2,20
28,13,17,20,2,6
29,18,23,24,6,25
30,6,14,14,3,11
20,7,14,15,3,13
27,10,16,19,1,13
28,10,14,0,6,27
38,6,7,21,2,7
26,9,10,14,6,1
43,11,12,16,1,16
38,4,15,16,3,36
40,16,0,0,1,16
26,10,13,20,3,21
33,13,29,22,3,29
37,13,17,22,3,25
30,13,17,17,3,11
15,5,13,0,3,15
34,7,7,20,2,1
23,13,13,15,1,11
38,12,15,30,2,12
22,13,15,17,3,15
45,12,14,19,1,24
35,5,18,18,2,1
20,15,19,0,2,16
26,12,12,17,6,17
27,12,13,17,2,15
33,12,17,23,2,10
25,11,22,22,2,1
40,8,29,29,2,8
19,7,13,0,6,15
29,7,15,22,1,1
34,6,6,8,2,1
15,13,0,0,2,15
26,11,17,24,6,19
20,9,17,0,2,1
23,12,10,17,3,15
35,14,13,16,3,10
22,12,15,0,3,1
31,15,14,15,2,15
18,0,0,0,6,1
29,11,19,19,1,18
34,13,10,25,2,20
33,6,12,15,2,6
26,9,18,18,3,18
19,8,8,0,6,18
29,6,8,17,3,22
21,11,0,0,6,20
19,0,0,0,6,13
21,11,12,16,2,12
37,7,7,7,2,7
28,12,15,20,6,25
16,12,15,0,6,15
33,12,16,20,3,12
28,10,14,14,3,18
28,3,16,16,3,25
27,8,9,13,2,9
18,15,17,0,3,17
39,18,14,19,1,19
31,11,15,18,1,1
28,10,18,18,2,8
26,12,18,18,1,15
28,13,17,18,1,13
22,12,14,0,3,1
19,8,10,17,3,15
18,6,17,0,2,1
32,13,15,22,1,21
28,8,12,13,2,8
32,14,16,16,2,14
17,7,13,0,3,7
24,0,17,17,3,21
36,13,18,18,1,1
23,15,15,16,3,15
33,6,18,19,3,27
30,12,24,25,2,12
31,9,11,17,3,25
29,4,16,18,1,16
27,15,19,20,2,18
31,11,21,21,2,1
30,15,13,16,2,15
35,13,21,21,2,15
58,6,15,21,2,6
24,8,15,16,3,1
62,13,19,19,3,41
25,11,13,19,3,14
37,14,17,18,1,18
27,9,17,18,3,20
30,5,13,13,2,1
32,16,24,24,3,16
18,14,16,16,6,18
27,20,21,22,3,18
27,7,19,19,2,1
32,9,16,16,2,9
30,8,13,14,3,13
34,12,15,18,2,13
24,12,14,15,1,13
30,10,16,17,3,18
15,0,0,0,6,15
35,8,16,16,3,16
40,13,15,16,2,1
29,14,17,20,2,16
17,0,11,11,3,13
29,0,0,0,6,26
57,14,14,19,1,14
15,13,0,0,3,15
30,12,14,15,2,1
54,19,30,0,2,40
21,18,19,19,3,18
34,7,13,13,3,18
43,5,12,19,3,27
24,15,18,0,3,23
34,3,8,18,1,19
37,9,11,11,2,13
17,11,15,0,3,11
18,15,15,0,3,12
19,16,0,0,6,19
32,7,13,18,2,14
33,10,15,17,2,12
20,12,14,0,3,16
35,12,19,19,2,1
29,12,15,18,3,1
24,13,15,0,2,14
17,14,0,0,3,12
36,9,18,19,2,7
19,5,8,17,3,19
20,13,19,19,3,12
41,15,15,17,1,22
22,11,14,20,2,1
60,8,19,9,2,25
16,11,14,0,3,15
29,5,14,18,1,1
33,17,19,21,2,18
16,15,0,0,3,15
25,12,15,15,2,15
26,15,17,17,2,15
17,8,16,0,3,16
25,15,16,18,3,16
40,12,14,14,1,14
22,7,15,0,3,1
37,12,18,20,2,1
28,7,12,18,2,1
17,14,10,14,3,15
35,10,18,18,2,1
27,5,15,17,3,13
24,6,0,0,3,15
25,12,14,14,2,1
38,8,23,23,2,8
28,5,8,12,2,1
40,3,19,3,3,5
26,11,16,17,3,24
25,8,13,14,6,22
27,15,24,24,1,14
32,11,11,21,3,17
27,12,14,15,3,15
28,13,17,23,3,27
16,0,0,0,6,15
44,13,20,30,2,19
31,14,14,17,2,18
32,12,13,18,1,13
25,7,18,19,1,12
30,13,18,27,6,20
30,11,13,15,3,1
38,13,15,15,2,1
25,22,21,21,2,20
23,6,12,16,3,15
15,14,0,0,3,15
15,11,11,0,3,13
15,12,12,0,3,15
34,6,16,17,3,1
15,13,0,0,6,14
25,12,20,20,2,12
37,11,13,18,1,18
15,10,0,0,6,14
23,14,16,18,3,14
35,11,14,21,2,1
25,11,12,16,6,1
21,12,12,12,3,20
23,6,14,17,3,16
26,11,15,17,2,11
40,4,17,18,3,12
26,5,8,15,2,14
18,6,6,15,3,17
35,13,18,19,2,1
31,12,13,14,1,11
21,12,17,17,2,12
26,12,17,17,2,15
19,15,15,0,6,18
18,12,15,15,3,7
38,12,18,21,6,16
38,15,16,16,2,15
15,11,14,0,3,15
30,5,10,10,2,13
24,6,6,18,3,6
33,13,17,17,2,15
29,15,15,15,6,15
24,8,21,21,3,20
29,13,17,19,1,19
25,4,16,0,3,22
26,13,14,14,1,14
24,11,12,13,3,1
33,3,15,17,3,20
29,7,18,19,1,7
34,7,14,14,2,8
22,13,19,19,6,22
32,12,18,19,2,11
22,6,14,14,2,6
25,13,13,18,3,18
18,10,0,0,2,1
25,16,19,20,2,18
18,6,12,12,3,13
17,13,16,0,3,15
17,10,13,0,3,1
17,6,15,17,3,16
18,12,14,14,3,15
17,13,15,0,3,15
17,12,12,0,3,17
17,13,8,13,2,11
33,11,15,18,2,15
17,13,16,0,3,16
19,14,18,0,3,1
18,10,16,0,3,14
31,12,19,20,2,7
20,11,14,0,3,20
23,11,13,13,2,14
26,13,22,22,2,13
15,14,14,15,3,12
17,12,15,0,3,11
25,11,0,0,3,24
16,9,0,0,3,15
15,11,0,0,3,11
15,7,11,15,3,13
41,9,5,5,2,15
15,8,0,0,3,14
29,7,14,14,2,8
19,7,12,0,3,1
63,5,13,17,6,1
23,12,10,11,3,16
15,11,0,0,6,13
15,10,10,0,3,1
21,0,0,0,6,20
16,0,0,0,3,13
15,13,15,0,3,14
16,13,0,0,3,15
24,15,13,19,3,18
17,12,15,0,3,16
29,13,17,20,1,15
16,12,12,15,3,12
15,8,13,0,3,13
38,12,15,23,3,25
27,11,15,17,2,1
23,5,18,0,3,20
25,11,13,20,3,15
25,13,17,17,2,13
23,5,15,17,3,12
16,10,15,0,3,15
36,11,12,19,3,16
29,12,15,15,6,28
21,12,14,19,1,13
15,6,13,0,3,13
22,10,15,17,3,13
27,4,4,15,3,17
27,13,22,22,3,17
36,10,17,23,2,1
36,10,15,18,2,1
29,6,21,21,1,17
15,10,0,0,3,1
29,13,15,20,3,13
15,10,0,0,6,13
16,14,13,0,3,15
15,11,0,0,3,13
19,7,18,0,2,1
15,0,0,0,2,1
15,8,0,0,3,12
17,10,11,0,3,17
21,8,18,0,3,1
34,11,18,18,2,20
23,6,6,0,3,1
31,11,13,16,6,25
16,11,12,12,3,15
27,4,12,18,2,4
18,7,0,0,3,13
24,15,0,0,3,22
41,12,13,13,2,11
35,5,14,19,2,27
18,12,17,17,2,15
20,11,0,0,2,12
48,6,12,12,2,1
27,10,12,21,2,10
27,12,14,21,3,15
23,11,15,20,2,13
44,6,12,23,1,1
32,13,13,21,2,15
25,6,16,0,3,1
20,11,15,17,3,15
22,12,17,17,3,15
24,10,12,18,6,12
25,10,12,15,3,17
32,5,11,15,3,15
29,15,20,21,3,26
20,13,20,20,1,17
32,14,15,15,2,14
23,11,16,18,3,22
17,13,15,17,2,1
59,6,14,16,1,25
23,11,12,15,1,17
43,7,9,22,3,7
42,7,12,14,2,7
19,12,13,18,2,12
35,12,0,23,3,22
21,12,14,14,2,12
20,11,14,15,3,13
62,5,0,10,2,10
20,12,13,17,3,16
38,11,19,19,2,21
29,4,21,22,1,15
27,10,21,21,2,1
30,12,16,19,3,15
31,15,16,24,3,15
30,15,14,17,3,15
34,13,18,19,2,13
21,15,17,19,3,20
32,12,12,14,2,1
30,11,14,15,3,12
32,10,0,0,3,12
18,12,14,15,6,11
31,5,7,17,2,19
24,0,18,21,6,23
32,14,15,23,2,1
28,12,15,18,2,1
27,6,14,18,6,1
29,12,15,20,1,14
32,12,15,19,1,13
19,16,0,0,1,1
23,8,13,21,3,16
31,14,17,17,2,1
17,9,14,14,3,15
26,12,17,18,3,14
30,5,5,6,2,1
33,9,13,16,3,15
33,12,15,15,2,13
24,5,22,22,2,11
18,15,13,18,1,15
38,11,11,17,3,16
26,6,19,19,1,11
30,12,12,24,1,14
25,13,16,18,1,13
25,8,13,16,2,1
23,7,18,18,3,19
19,12,15,14,3,16
26,5,12,16,3,15
25,15,15,15,3,21
30,6,12,17,2,1
40,10,17,17,3,39
21,9,9,19,1,14
28,9,18,18,2,1
28,9,16,16,2,9
16,7,13,0,2,14
36,11,14,18,3,1
47,12,14,16,3,22
16,12,14,0,2,13
20,12,16,17,3,12
16,12,16,0,6,14
15,13,15,0,3,13
16,12,14,0,3,14
20,15,0,0,3,19
16,15,15,0,3,16
17,11,0,0,3,15
17,8,13,0,3,1
17,12,13,0,3,14
22,13,15,17,3,14
29,12,10,14,2,16
39,13,15,15,3,1
32,12,15,22,3,28
30,9,16,17,2,1
21,12,15,16,3,15
24,11,0,0,3,11
25,5,16,17,6,11
48,11,18,18,1,11
23,7,14,20,2,15
26,10,16,17,1,15
36,22,19,20,2,1
29,7,19,21,3,13
41,15,15,15,3,35
29,11,23,23,2,1
25,11,14,22,1,19
29,20,22,22,2,20
24,4,16,16,3,1
30,5,6,21,3,9
15,5,15,0,3,14
44,12,15,18,3,35
48,10,12,13,6,21
18,12,13,0,2,14
32,10,16,21,2,20
27,15,16,19,2,16
27,10,17,14,2,17
17,12,13,15,3,15
19,12,0,0,3,18
26,15,19,19,2,1
18,13,13,0,3,16
35,8,15,26,3,35
51,4,18,18,2,12
19,0,0,0,6,1
27,10,0,0,6,23
27,4,16,21,1,16
16,10,16,0,3,13
30,12,16,17,3,19
19,12,0,0,3,16
17,12,15,0,3,16
25,5,10,15,3,1
25,7,17,17,2,13
31,12,19,21,2,12
38,10,12,15,1,16
20,7,15,18,3,19
32,11,23,23,3,25
30,12,13,13,2,11
30,16,22,27,2,6
29,5,7,16,2,7
31,13,30,30,2,16
23,9,12,15,2,9
22,21,15,21,3,17
22,8,14,16,1,13
15,10,13,0,3,14
15,8,0,0,3,13
35,7,16,17,1,15
16,13,0,0,3,15
34,10,12,15,3,32
27,9,16,17,3,15
15,13,13,15,3,13
16,13,15,0,3,16
22,10,14,17,2,1
41,14,16,17,2,1
45,12,12,15,2,12
40,13,12,12,2,1
40,11,19,21,2,19
29,9,9,16,3,10
34,8,19,19,1,19
17,12,0,0,3,16
22,14,16,0,3,17
38,8,13,14,2,13
18,14,16,17,3,16
32,13,0,0,2,18
19,14,15,16,3,1
24,12,13,19,2,18
18,9,14,0,3,14
26,8,12,20,3,12
61,14,14,17,3,1
16,11,13,0,3,13
50,12,8,21,2,21
22,7,12,15,3,1
25,11,21,0,2,6
43,15,19,25,6,25
26,12,14,0,1,1
25,6,13,15,2,6
33,6,15,23,2,8
20,10,10,15,3,12
23,11,12,20,3,18
18,10,0,0,3,18
18,14,14,14,2,1
31,12,12,18,1,15
23,4,13,15,3,1
20,12,13,20,1,1
24,7,16,18,6,15
15,12,12,15,3,1
16,12,0,0,3,13
20,9,15,0,3,16
16,8,13,16,3,14
56,12,8,8,2,1
18,8,14,14,3,12
21,8,16,0,3,18
29,12,12,18,2,12
55,12,15,18,3,50
19,11,15,16,6,17
36,8,15,20,3,35
19,6,4,0,3,15
40,13,17,19,1,17
31,11,16,16,1,1
25,5,10,21,2,1
17,15,0,0,3,17
21,12,0,0,3,1
17,10,0,0,3,15
18,12,15,0,3,17
31,5,24,27,2,14
36,11,11,12,2,15
24,11,14,17,3,13
17,11,13,13,3,15
17,10,0,0,3,16
17,8,15,0,1,17
17,12,14,17,3,13
40,11,15,26,2,26
29,11,15,15,2,11
17,12,14,0,6,13
42,11,15,20,2,14
56,12,12,12,2,21
28,11,15,15,3,25
33,15,15,15,2,15
36,12,14,18,3,12
17,0,8,17,1,1
30,13,13,15,1,18
21,10,17,21,3,15
42,10,19,19,2,1
19,14,15,18,3,17
35,7,11,11,2,14
55,15,15,15,2,1
29,10,16,18,2,14
17,0,16,17,3,16
38,5,14,16,2,1
21,12,12,13,2,11
27,12,18,18,2,16
23,11,20,20,3,16
33,16,18,18,1,16
33,8,13,23,3,1
35,5,6,7,3,1
38,7,17,25,6,14
21,15,15,0,3,16
18,12,13,13,3,17
15,8,12,13,3,8
37,6,16,17,1,1
28,8,22,22,1,23
34,11,18,18,1,17
29,10,22,22,3,25
40,6,21,21,2,1
38,5,7,17,2,1
28,6,11,21,3,17
23,11,14,19,3,18
22,13,16,16,2,15
22,14,16,16,3,18
18,14,0,0,3,17
25,9,21,25,3,17
22,14,19,20,6,21
27,4,14,15,1,16
35,12,12,13,1,3
39,12,12,18,2,12
34,10,16,19,1,10
27,12,15,17,3,22
24,10,12,10,2,8
26,5,12,19,6,23
31,5,13,16,2,12
35,10,19,21,3,16
26,8,12,17,1,1
35,12,18,22,2,11
32,10,10,22,2,10
26,13,15,15,2,1
31,17,14,23,1,25
20,6,15,19,2,7
22,9,17,17,2,1
33,4,15,22,1,1
23,11,15,16,3,12
17,10,12,17,3,17
18,14,14,0,3,1
17,13,14,0,3,1
27,6,14,15,2,1
34,10,17,17,3,30
44,7,18,18,2,11
34,8,14,20,6,10
44,7,19,24,3,33
67,15,20,30,3,35
38,6,13,6,2,1
18,12,13,0,3,12
21,6,12,18,2,6
41,6,17,23,2,5
16,15,0,0,3,15
18,12,15,15,1,1
19,5,13,15,3,12
53,8,11,14,2,1
38,12,14,14,1,14
29,6,14,16,1,11
32,14,14,14,2,9
21,12,15,0,3,18
19,12,13,14,2,12
23,11,18,20,3,22
21,11,14,0,2,14
32,10,13,15,2,8
30,17,18,18,6,17
41,6,11,20,1,1
31,9,15,16,3,15
27,4,10,18,2,1
33,17,15,18,2,16
15,7,13,0,6,1
35,9,18,18,6,18
15,6,13,0,3,15
31,7,12,18,2,12
15,13,15,0,3,1
32,16,16,16,3,16
15,11,12,0,3,14
23,12,14,19,1,17
25,14,17,18,2,16
18,13,14,0,3,15
23,5,15,18,2,1
40,6,24,6,2,15
21,5,12,0,3,13
25,13,17,17,3,14
36,6,12,18,1,15
27,12,16,16,3,21
35,12,7,26,2,23
18,13,15,15,2,12
23,12,15,17,3,20
19,5,13,0,6,13
24,12,14,18,2,1
18,11,15,18,3,17
25,14,15,17,3,18
36,8,8,17,1,13
41,12,16,9,2,16
31,16,14,17,1,16
29,11,17,17,3,1
35,8,16,16,3,18
35,7,16,17,2,13
32,9,15,0,2,14
30,6,18,18,1,6
22,10,0,0,3,21
32,10,10,15,2,15
18,10,0,0,3,14
17,4,16,14,6,12
24,7,14,24,3,1
20,13,16,0,1,1
24,11,12,14,1,17
31,9,15,16,1,11
15,12,12,0,3,13
20,12,0,0,1,12
24,5,19,20,3,16
38,14,15,21,1,21
30,10,10,17,3,16
20,8,15,17,3,11
29,8,17,13,3,23
51,8,12,18,2,16
39,12,13,14,1,16
24,5,6,10,3,1
36,11,16,18,1,11
28,12,15,18,3,1
24,7,17,18,6,17
22,13,13,15,3,16
22,14,16,16,2,14
20,7,14,19,3,1
28,10,15,16,1,10
15,0,13,0,3,14
15,11,0,0,3,14
34,8,15,17,2,13
26,10,19,19,1,13
40,10,11,11,2,1
26,7,16,17,1,1
16,12,14,16,3,15
37,9,11,29,3,12
70,7,7,7,3,1
24,13,0,22,3,1
39,12,15,16,2,1
19,13,15,15,2,14
35,14,15,17,2,1
36,10,14,26,3,15
53,14,15,26,3,14
23,6,0,0,3,14
41,10,10,21,1,27
36,13,14,16,3,17
17,12,14,14,3,13
24,10,16,18,2,20
22,11,15,12,3,16
34,14,17,17,2,1
60,16,20,19,1,19
34,7,15,15,3,1
32,10,13,17,1,1
19,12,18,0,2,12
40,12,13,14,3,20
62,14,16,20,1,35
56,10,12,20,2,10
23,5,15,17,3,16
32,10,17,18,3,13
17,6,6,0,3,17
55,15,15,15,3,1
25,23,0,0,3,23
18,0,0,18,6,1
24,10,18,18,2,1
35,8,16,28,3,25
20,13,13,15,1,17
31,5,15,15,2,1
20,6,19,19,1,12
30,13,14,22,1,21
31,10,12,17,6,30
26,16,15,16,3,22
29,13,16,16,3,25
27,0,14,14,6,26
22,10,12,15,3,1
37,11,14,19,2,1
22,7,10,20,3,12
30,8,20,25,3,19
29,12,18,19,3,27
31,12,10,22,2,11
35,4,8,16,3,12
22,9,11,19,3,16
17,10,12,12,3,12
22,15,17,18,2,18
23,12,18,19,3,12
39,5,22,22,1,22
36,12,14,18,3,22
23,4,15,15,2,14
23,13,16,18,3,18
24,9,18,20,1,21
29,13,14,19,2,16
22,5,14,0,6,13
33,6,6,8,3,1
24,12,15,18,3,20
27,15,20,20,2,20
18,5,14,0,1,1
40,10,17,21,2,17
32,16,16,16,1,19
29,13,18,18,2,1
25,8,11,16,3,13
38,14,23,23,2,14
26,13,14,18,2,14
36,9,11,14,3,1
39,24,24,26,1,30
28,15,16,19,3,15
36,5,17,15,2,5
31,11,12,7,2,13
30,12,16,16,1,16
26,7,25,25,6,20
16,10,10,14,3,13
26,7,25,25,6,20
19,6,12,17,3,1
21,12,15,16,1,1
31,16,17,20,2,19
18,11,12,0,1,11
35,8,19,21,6,8
32,10,14,17,2,10
16,3,13,13,2,14
33,11,21,22,2,17
28,16,17,0,1,16
21,12,0,0,3,15
19,12,18,0,3,18
28,13,21,21,2,13
72,4,6,6,3,1
19,8,16,16,3,15
29,6,11,17,2,1
25,15,15,15,2,17
46,12,15,15,2,12
29,13,13,13,2,11
35,8,16,18,3,16
40,12,15,6,2,12
29,15,13,16,1,25
27,12,15,18,2,12
20,14,17,0,1,14
44,7,23,23,2,11
33,11,19,19,2,13
18,12,15,0,2,1
29,12,14,14,3,12
22,5,0,0,3,12
29,7,20,21,2,13
38,13,15,14,2,14
40,12,13,19,2,12
28,11,15,16,2,11
17,0,15,0,3,1
36,10,15,19,2,9
24,6,13,0,3,11
19,12,16,0,1,14
27,4,15,19,3,23
21,11,16,16,2,15
20,12,14,15,6,17
35,7,20,20,1,7
36,12,13,15,3,13
34,11,11,13,1,18
23,12,15,15,2,10
47,8,14,14,2,8
36,6,10,6,2,1
31,5,5,31,2,1
21,12,13,14,3,12
21,9,12,14,3,9
59,15,15,15,2,21
19,11,15,18,3,12
23,8,14,20,3,14
16,12,12,0,3,14
32,13,14,17,3,31
22,4,15,19,3,16
62,12,18,18,2,4
16,12,12,0,6,14
17,7,15,0,3,16
17,14,14,0,3,15
31,11,17,23,2,1
28,0,0,0,6,20
19,4,17,18,3,19
30,10,12,14,3,20
16,12,0,0,1,14
28,11,14,20,1,1
29,12,15,15,2,12
27,8,25,0,2,1
44,12,16,2,2,3
19,6,12,15,3,13
29,10,16,21,3,20
45,9,15,16,3,9
30,10,19,19,2,1
47,13,13,14,3,17
24,11,15,16,3,20
45,12,16,18,2,1
24,11,16,16,2,12
36,6,22,22,2,5
57,12,14,22,3,30
30,9,10,21,3,12
50,12,17,18,2,1
46,14,19,19,2,14
49,6,10,15,3,30
32,10,15,23,2,11
25,8,12,16,3,22
