@relation 'conjunto_de_datos_tmodulo_endiseg_web_2022-weka.filters.unsupervised.attribute.Remove-R1,3-55,58-60,62-71,73-74,76-224'

@attribute P4_1 numeric
@attribute P7_2 numeric
@attribute P7_3 numeric
@attribute P7_5 numeric
@attribute P8_1 numeric
@attribute P8_2 numeric

@data
44,19,23,23,4,?
58,15,16,30,4,?
20,7,0,0,2,14
57,15,15,17,5,?
25,5,14,17,2,11
54,11,15,17,4,?
41,12,15,18,3,16
35,9,10,17,3,20
65,15,15,15,5,?
20,12,13,17,4,?
20,6,15,18,2,12
41,11,12,18,5,?
67,14,24,24,4,?
52,10,19,20,5,?
49,13,13,17,5,?
35,12,18,18,4,?
70,12,15,18,5,?
22,7,14,18,3,13
39,9,10,13,5,?
43,7,19,30,3,19
54,14,19,21,5,?
25,5,16,16,3,12
24,7,11,11,2,1
25,6,6,19,2,12
35,15,19,25,4,?
64,14,16,18,5,?
47,12,14,23,5,?
50,10,19,21,5,?
33,5,17,19,5,?
57,10,15,28,5,?
53,12,22,23,4,?
55,8,14,14,5,?
29,0,23,0,6,24
52,15,17,25,4,?
30,12,12,15,5,?
55,10,15,20,5,?
39,12,0,0,4,?
52,14,16,29,4,?
46,12,22,27,4,?
25,4,15,16,3,14
21,14,15,0,4,?
26,16,18,18,3,20
50,10,15,17,4,?
58,12,15,20,5,?
55,6,6,12,5,?
54,7,12,18,5,?
62,12,13,17,5,?
21,11,11,11,5,?
50,11,13,18,4,?
35,10,11,20,4,?
33,12,18,22,4,?
64,5,13,23,4,?
24,7,20,20,2,7
41,8,10,18,6,10
35,12,15,18,4,?
22,20,18,18,4,?
55,12,17,20,4,?
29,14,16,16,3,17
52,14,16,24,4,?
41,10,14,29,5,?
24,6,6,17,3,12
53,12,14,18,4,?
51,12,15,23,4,?
36,0,13,21,5,?
38,8,18,21,5,?
47,13,13,16,5,?
38,8,19,20,2,15
43,12,18,22,1,5
49,6,15,20,2,6
49,12,14,21,5,?
39,4,4,13,5,?
61,11,11,17,5,?
33,5,19,20,4,?
37,15,20,23,4,?
20,11,13,18,3,17
19,12,16,16,3,1
19,9,15,17,2,13
20,14,14,14,3,15
42,14,20,25,2,14
35,5,18,35,4,?
32,18,15,15,2,18
42,10,10,19,5,?
18,12,16,16,4,?
74,15,15,17,5,?
48,12,18,21,4,?
34,10,15,17,4,?
40,6,10,14,2,6
25,12,16,0,4,?
21,15,17,18,2,17
20,18,18,18,4,?
34,12,18,30,2,1
31,5,17,17,4,?
19,13,15,15,4,?
27,12,15,19,4,?
21,14,15,17,3,17
64,18,18,22,4,?
52,11,19,24,4,?
30,11,12,20,3,15
64,11,18,27,4,?
21,12,13,15,2,15
54,12,15,23,5,?
39,11,16,20,5,?
27,10,13,13,2,1
53,14,19,20,2,1
49,5,12,16,4,?
49,12,15,27,4,?
46,10,9,10,5,?
30,5,11,11,3,1
49,12,13,17,5,?
52,9,28,29,5,?
34,15,16,19,4,?
62,15,17,26,4,?
18,10,0,0,3,12
24,15,16,19,2,19
32,5,12,19,4,?
18,8,18,0,4,?
33,12,21,28,4,?
52,15,16,17,4,?
42,8,11,17,4,?
63,12,14,18,5,?
20,14,14,15,3,7
21,9,13,19,5,?
20,15,15,15,5,?
20,15,18,19,4,?
21,14,14,18,3,10
21,0,0,0,4,?
43,15,15,18,5,?
21,15,18,18,4,?
21,10,17,18,5,?
22,12,12,15,5,?
20,10,17,20,4,?
20,16,16,16,4,?
20,12,17,0,4,?
23,18,18,22,4,?
34,11,17,21,1,16
19,12,16,0,4,?
21,10,12,19,5,?
20,10,12,17,5,?
20,0,17,0,5,?
21,12,12,0,5,?
20,12,16,20,4,?
20,14,15,15,5,?
29,12,19,19,2,1
49,5,15,15,3,42
21,12,12,0,4,?
21,17,0,0,4,?
20,13,16,0,5,?
47,11,15,18,5,?
39,5,18,19,5,?
35,6,16,18,3,13
22,15,15,18,3,1
56,13,14,20,4,?
27,13,15,17,2,15
52,12,13,16,1,12
19,12,12,17,5,?
20,15,16,18,4,?
20,15,18,0,4,?
20,13,14,0,4,?
20,14,17,0,3,15
19,14,16,0,4,?
55,15,18,21,4,?
20,13,13,0,4,?
20,0,0,0,5,?
19,17,17,17,4,?
21,12,13,0,4,?
20,12,13,18,3,15
20,10,15,19,5,?
40,10,13,24,4,?
19,12,15,18,4,?
49,12,13,16,3,16
19,11,13,16,4,?
19,12,12,19,4,?
42,12,18,21,4,?
18,12,12,0,1,15
19,10,13,0,5,?
20,6,14,17,4,?
19,12,13,16,4,?
32,6,18,18,2,8
19,12,13,19,4,?
22,11,16,0,3,21
25,10,14,15,3,16
57,11,15,32,4,?
37,6,15,17,5,?
24,9,16,19,3,22
19,15,0,0,4,?
29,9,21,26,5,?
23,8,0,0,3,1
21,13,0,0,6,21
30,18,21,23,1,20
20,15,15,18,3,17
20,6,12,16,5,?
20,11,5,0,6,16
20,10,12,15,5,?
39,15,15,15,5,?
27,0,6,6,2,18
25,11,14,15,2,11
45,5,21,23,4,?
21,13,15,20,3,13
56,12,16,24,5,?
39,8,26,27,2,1
43,13,15,16,2,12
32,12,13,17,5,?
27,12,14,19,4,?
16,8,0,0,6,14
29,12,17,6,3,17
46,9,11,15,5,?
29,12,15,18,5,?
31,12,13,17,2,1
22,4,12,15,5,?
45,6,19,21,5,?
17,12,14,0,3,15
31,12,19,23,2,5
30,11,13,15,5,?
52,15,20,0,4,?
17,12,14,16,2,10
55,10,7,17,5,?
23,6,12,15,6,1
28,3,15,19,3,15
18,12,14,0,4,?
29,6,13,21,3,1
20,9,16,0,3,11
19,10,14,17,6,10
46,15,19,19,2,19
36,3,10,17,3,1
24,9,9,19,2,18
25,5,9,12,2,1
32,15,22,24,2,20
33,13,15,17,4,?
37,9,14,16,4,?
28,14,17,18,2,1
19,5,19,19,2,10
37,12,22,24,2,15
22,9,22,0,3,18
29,8,11,9,2,1
16,8,9,0,3,12
50,6,39,11,3,10
22,13,14,15,3,16
41,13,13,0,4,?
52,10,12,13,5,?
51,11,18,16,2,1
29,13,12,12,2,16
43,7,14,14,2,16
25,12,21,0,4,?
24,12,16,18,4,?
27,14,17,18,3,1
60,5,7,10,2,1
20,12,0,0,4,?
32,5,31,0,3,1
29,7,0,0,3,13
45,10,15,24,4,?
33,11,17,22,2,20
36,12,16,16,3,10
37,13,15,17,3,13
57,12,14,9,2,12
30,10,13,21,3,1
47,10,10,20,2,24
21,12,17,21,3,15
41,6,20,20,2,6
20,12,15,0,1,12
32,10,17,24,2,11
41,7,15,19,5,?
22,7,15,19,3,15
38,5,18,18,1,17
41,11,18,22,1,18
47,0,14,15,5,?
20,6,14,15,6,17
70,12,17,34,4,?
54,9,15,16,5,?
22,4,11,17,2,13
47,8,8,13,2,13
53,6,12,15,4,?
30,13,16,16,2,1
51,15,20,22,4,?
51,10,15,23,4,?
33,10,14,16,5,?
54,11,16,19,5,?
48,4,18,30,5,?
45,4,14,14,1,1
43,0,16,16,4,?
67,8,14,14,5,?
19,12,15,15,2,14
49,11,15,20,5,?
38,8,19,19,1,1
41,13,14,18,5,?
38,6,8,16,5,?
57,8,14,17,5,?
53,15,20,0,4,?
57,14,14,18,5,?
32,11,12,20,4,?
39,12,20,23,4,?
64,15,17,19,5,?
22,12,17,18,4,?
50,14,16,33,4,?
35,11,15,23,2,1
22,13,0,21,3,19
64,15,16,19,5,?
41,12,13,15,2,1
39,12,12,21,5,?
19,10,16,16,2,12
47,15,28,30,4,?
22,15,11,16,3,1
44,14,16,17,5,?
62,12,15,26,5,?
21,10,16,16,2,11
48,15,18,19,5,?
31,12,14,17,5,?
19,10,12,18,2,15
55,14,17,24,4,?
35,4,4,4,2,12
52,6,19,27,4,?
31,13,15,21,4,?
52,10,6,18,4,?
29,10,17,23,3,18
59,12,12,28,5,?
40,7,14,19,4,?
29,7,29,0,4,?
54,13,14,32,4,?
50,14,14,15,5,?
31,12,13,19,4,?
29,10,12,20,4,?
47,10,12,15,5,?
34,5,12,20,5,?
58,8,15,19,5,?
68,10,14,17,5,?
44,17,18,20,4,?
51,14,18,23,4,?
34,14,17,19,5,?
31,7,15,16,3,20
42,13,16,17,4,?
56,15,17,25,4,?
66,10,18,18,5,?
46,11,13,16,4,?
33,14,17,19,4,?
35,11,18,18,2,15
54,13,16,16,4,?
52,12,13,13,5,?
42,8,16,24,5,?
38,13,13,23,5,?
57,0,0,13,4,?
43,14,21,22,4,?
39,15,15,23,4,?
30,14,19,21,4,?
49,10,19,20,4,?
31,11,12,24,4,?
42,6,16,16,5,?
47,12,17,18,4,?
31,5,13,21,4,?
49,13,14,16,4,?
31,7,11,16,2,6
52,15,15,21,5,?
31,10,17,18,2,10
28,12,14,17,4,?
26,14,14,17,5,?
36,7,7,16,5,?
49,10,12,18,5,?
57,0,0,0,5,?
56,12,15,17,5,?
56,8,8,21,2,1
29,7,16,17,1,13
32,7,17,17,3,9
50,12,15,17,5,?
46,12,21,21,3,24
26,8,8,23,3,12
50,12,14,18,4,?
61,8,14,20,2,1
35,9,19,21,2,9
60,14,15,17,4,?
50,11,14,18,5,?
55,9,10,12,5,?
58,12,18,19,4,?
58,12,15,17,4,?
48,8,12,28,4,?
54,15,17,29,4,?
32,9,14,22,4,?
32,10,19,19,2,11
43,8,19,26,5,?
37,10,16,24,2,10
54,12,27,30,5,?
45,11,11,15,3,23
47,11,12,20,5,?
44,0,0,14,4,?
46,11,13,15,5,?
28,8,19,19,2,1
50,13,16,24,4,?
27,10,10,14,5,?
42,11,11,24,4,?
45,13,13,13,5,?
49,8,22,22,1,8
44,15,15,24,4,?
50,10,18,18,4,?
47,14,16,28,4,?
51,20,23,23,4,?
63,12,12,16,5,?
52,10,17,22,4,?
33,12,14,17,2,15
33,7,9,17,2,1
54,13,16,21,4,?
40,21,19,22,4,?
27,10,12,20,5,?
25,6,17,21,4,?
25,10,18,20,4,?
31,12,15,20,4,?
34,12,14,15,5,?
51,15,23,23,4,?
28,11,11,21,2,1
33,12,12,14,3,17
58,6,13,15,4,?
35,5,12,17,4,?
45,7,15,17,5,?
25,12,15,16,2,12
33,8,9,16,3,15
52,9,18,20,4,?
27,16,19,19,2,16
23,12,17,0,3,16
26,16,17,17,2,16
19,12,13,0,3,12
17,5,14,0,3,1
36,15,18,20,5,?
19,10,14,16,2,13
30,10,10,16,5,?
37,11,20,24,5,?
27,14,15,17,4,?
37,5,15,16,2,1
67,18,19,30,3,35
58,12,19,23,4,?
25,10,16,18,3,1
39,12,29,34,4,?
38,13,14,21,4,?
50,11,13,21,4,?
31,6,14,19,4,?
25,8,14,14,4,?
28,8,17,18,2,8
28,13,13,17,5,?
51,10,17,28,4,?
48,9,14,17,5,?
26,12,16,16,5,?
53,13,18,25,4,?
36,11,12,18,3,11
52,12,13,26,4,?
54,14,22,26,4,?
23,17,21,21,4,?
21,16,18,20,3,18
16,7,12,15,3,1
19,11,11,11,4,?
51,11,15,22,5,?
20,13,19,19,3,17
32,6,13,16,5,?
27,12,13,15,5,?
22,6,12,13,3,21
27,15,18,18,1,16
36,14,14,15,5,?
55,12,15,23,5,?
57,11,12,15,5,?
63,15,17,17,5,?
18,5,6,0,3,13
19,14,15,0,3,15
30,15,17,18,4,?
26,11,13,15,3,14
29,12,15,15,3,13
53,15,17,27,4,?
24,9,13,16,2,13
33,15,0,19,2,1
31,12,16,18,3,16
69,12,16,20,4,?
46,13,14,14,4,?
33,10,16,18,2,14
38,15,24,18,2,1
56,13,13,26,4,?
40,8,12,22,5,?
28,13,18,0,4,?
58,12,0,0,4,?
30,9,12,18,5,?
56,10,15,17,5,?
44,11,15,23,4,?
18,5,9,13,2,5
21,12,13,15,4,?
54,15,17,17,4,?
26,6,15,18,3,20
39,13,26,26,4,?
38,12,13,15,5,?
64,16,19,21,5,?
47,15,15,17,2,14
48,10,15,22,5,?
35,17,19,19,4,?
32,10,14,0,5,?
55,11,15,21,4,?
55,15,15,20,4,?
55,17,35,35,4,?
59,13,17,18,5,?
58,12,16,21,4,?
18,13,0,0,5,?
30,12,21,21,5,?
50,13,15,19,4,?
19,12,15,15,3,1
19,10,13,0,4,?
57,15,15,23,4,?
51,14,15,23,4,?
30,12,16,18,1,1
33,18,0,0,5,?
38,8,15,16,4,?
58,7,12,21,4,?
37,12,18,25,4,?
33,11,12,15,1,15
54,12,13,19,1,13
31,15,16,21,4,?
53,6,11,16,2,6
37,9,12,18,5,?
25,20,20,18,4,?
26,11,17,11,2,1
32,10,12,0,1,1
57,9,10,19,4,?
49,12,21,33,4,?
58,14,16,24,4,?
54,17,19,25,4,?
38,6,15,18,4,?
42,5,20,21,5,?
26,10,13,18,3,1
45,13,13,16,5,?
20,13,0,0,2,16
19,9,12,12,2,1
54,11,30,33,5,?
50,12,14,23,4,?
29,15,16,26,4,?
58,13,14,17,5,?
18,12,13,18,2,13
32,12,12,21,4,?
18,12,15,17,4,?
35,12,13,13,5,?
55,14,16,25,5,?
41,15,15,21,4,?
57,14,14,18,5,?
28,13,21,0,4,?
18,8,13,16,3,13
40,14,18,18,4,?
18,15,16,17,3,17
47,17,17,18,5,?
40,15,17,19,3,30
20,12,14,0,4,?
31,15,16,18,5,?
19,9,16,0,3,1
50,13,14,24,4,?
39,16,14,17,4,?
57,18,21,22,4,?
62,15,15,16,4,?
30,12,18,23,3,25
36,8,18,18,2,1
45,14,14,18,4,?
32,7,12,18,2,14
43,12,32,34,6,1
35,5,15,17,5,?
39,10,13,19,5,?
41,5,11,26,5,?
35,14,19,19,4,?
51,13,17,18,5,?
43,13,13,18,5,?
51,12,15,18,5,?
53,11,13,19,5,?
41,15,22,0,4,?
29,16,16,16,2,1
21,12,15,15,1,16
31,15,17,15,4,?
32,12,15,19,4,?
21,13,12,18,2,1
52,10,12,12,5,?
26,13,13,16,1,1
48,11,12,14,5,?
55,11,11,15,5,?
25,15,18,20,4,?
25,8,22,25,5,?
48,14,17,25,4,?
58,6,13,20,5,?
39,13,16,18,5,?
53,0,20,25,5,?
50,10,12,17,5,?
37,17,19,23,4,?
42,11,13,15,4,?
32,18,18,23,1,22
17,15,0,0,3,16
31,11,17,17,4,?
38,10,17,22,4,?
22,13,12,12,2,12
34,6,14,22,4,?
34,12,15,20,4,?
46,15,18,30,5,?
48,11,15,23,5,?
39,6,11,18,3,15
32,11,16,19,5,?
28,14,15,19,5,?
28,13,17,18,5,?
38,8,18,14,5,?
36,5,10,9,5,?
23,12,21,0,1,13
27,7,0,0,3,22
25,12,12,13,3,1
31,13,15,19,5,?
22,16,17,18,5,?
27,15,18,21,4,?
58,7,17,18,5,?
40,13,17,17,4,?
34,10,13,17,5,?
44,9,18,21,3,26
29,8,12,18,3,10
36,6,28,29,2,12
29,19,19,23,4,?
54,6,0,0,2,8
27,14,14,16,2,1
36,10,18,18,6,15
32,6,16,17,3,7
31,11,21,21,2,1
21,12,17,18,3,17
37,17,20,23,4,?
43,12,17,17,2,12
36,5,10,18,3,1
23,8,22,23,4,?
44,5,11,15,3,16
32,12,22,24,4,?
26,9,12,17,6,16
31,15,15,16,4,?
21,10,13,16,5,?
25,12,14,20,3,12
28,16,17,17,2,1
24,9,9,18,3,22
16,13,0,0,3,15
23,15,18,0,3,18
37,11,15,18,4,?
46,12,15,19,3,19
35,14,14,16,5,?
37,12,15,21,5,?
41,12,14,18,5,?
23,10,15,17,3,1
35,13,16,22,5,?
30,10,15,23,3,13
33,4,19,25,4,?
35,6,23,23,6,19
40,7,17,18,2,17
57,10,18,18,2,1
30,12,13,14,3,27
29,7,0,0,6,28
57,8,12,18,2,8
22,12,15,17,1,16
24,15,17,0,3,23
34,10,14,18,2,10
65,9,14,18,2,1
20,11,15,17,3,1
29,6,12,15,3,21
23,5,5,17,3,1
27,17,17,21,4,?
49,12,12,23,2,23
28,5,13,14,2,16
33,12,14,15,2,16
41,5,8,29,4,?
50,10,10,8,2,9
34,13,13,16,4,?
15,9,15,0,5,?
29,15,15,16,4,?
50,11,15,25,1,15
30,10,17,24,4,?
31,15,16,20,1,15
39,7,17,17,3,7
24,9,9,17,4,?
44,6,21,25,3,12
26,9,15,15,1,17
41,5,12,18,4,?
27,6,6,6,3,6
18,12,0,0,4,?
48,8,11,10,4,?
21,10,16,17,2,12
19,10,14,16,3,11
55,5,21,26,2,12
73,20,27,27,4,?
31,0,27,27,2,25
22,10,15,17,3,16
35,12,14,15,4,?
22,10,14,16,3,15
67,15,17,18,5,?
29,10,11,15,2,8
32,13,0,0,3,18
21,12,12,15,5,?
32,7,9,13,2,1
36,12,16,17,4,?
40,14,16,16,1,14
33,4,17,18,5,?
22,13,15,15,2,13
26,12,13,17,1,12
21,12,0,0,3,20
31,12,20,22,3,28
20,6,12,15,3,1
26,13,17,17,2,12
29,8,12,18,1,1
26,5,15,18,2,1
44,15,16,16,2,1
25,15,15,18,3,18
59,10,18,20,5,?
43,11,25,34,4,?
53,12,13,16,5,?
19,12,13,16,5,?
33,17,22,23,4,?
41,12,12,19,6,15
21,12,14,0,4,?
23,6,10,16,3,17
24,4,17,17,1,14
27,10,12,16,3,22
33,11,22,24,2,13
34,5,17,17,5,?
33,12,12,15,3,15
20,14,14,14,3,15
22,12,22,0,2,15
45,6,8,17,5,?
59,10,14,17,4,?
29,12,23,24,4,?
35,10,13,18,5,?
50,11,15,20,5,?
57,16,17,29,4,?
39,11,12,20,4,?
25,15,17,17,4,?
34,10,10,10,2,1
24,7,13,18,5,?
40,13,15,21,4,?
39,9,15,17,1,30
55,10,15,16,5,?
40,12,17,18,4,?
24,15,0,0,4,?
29,13,13,27,3,20
34,10,12,17,5,?
40,10,16,19,5,?
43,0,0,20,5,?
51,13,16,19,5,?
41,10,8,12,5,?
32,15,15,15,5,?
34,12,18,18,5,?
63,8,16,18,5,?
27,11,11,14,5,?
27,12,15,17,2,12
39,12,13,21,4,?
65,10,18,20,5,?
23,5,10,18,5,?
43,15,17,19,5,?
24,8,13,14,3,14
37,14,18,21,4,?
27,12,18,18,2,12
32,11,15,15,4,?
23,14,17,0,4,?
29,5,14,16,5,?
29,10,14,15,2,1
38,17,17,18,5,?
41,10,14,17,5,?
33,10,12,17,5,?
34,11,11,19,6,11
39,8,14,18,4,?
38,15,21,21,2,1
31,13,16,16,4,?
27,13,14,20,4,?
37,13,15,19,4,?
35,14,15,26,1,27
33,7,7,7,2,7
16,7,14,15,3,12
50,14,19,25,4,?
49,12,17,24,4,?
26,12,15,16,2,18
23,13,15,15,2,1
49,12,14,21,5,?
29,8,14,16,3,13
31,12,14,20,3,17
53,19,19,20,4,?
19,11,12,15,3,14
71,13,16,17,2,1
38,12,16,19,4,?
33,18,18,22,4,?
30,10,8,19,2,12
23,8,18,18,4,?
49,16,19,25,4,?
58,15,19,20,4,?
40,6,17,18,4,?
27,14,14,17,4,?
27,15,16,16,4,?
40,12,18,18,5,?
43,8,12,7,2,8
49,14,18,29,4,?
32,16,16,17,2,1
28,10,12,22,3,26
40,15,24,24,2,15
41,11,12,0,4,?
25,12,16,19,4,?
58,15,16,21,5,?
42,10,15,20,2,1
39,10,17,19,4,?
24,10,16,17,4,?
34,13,15,24,4,?
54,15,15,19,4,?
39,10,11,15,2,16
23,14,16,21,3,22
33,4,15,21,2,1
27,12,13,21,3,18
39,13,17,17,2,1
17,2,13,0,5,?
24,11,15,22,4,?
24,12,18,19,5,?
27,10,11,18,3,21
25,10,12,18,3,16
17,5,15,17,3,15
28,10,15,16,2,12
32,9,23,23,2,10
24,12,16,20,5,?
43,7,13,18,2,1
47,12,12,21,3,15
48,16,22,28,5,?
64,14,15,20,5,?
26,8,19,19,2,1
49,10,12,12,2,10
32,12,18,18,2,8
47,10,10,11,2,12
28,7,15,16,3,13
52,12,13,18,5,?
28,14,16,19,4,?
28,4,9,16,4,?
32,6,13,19,4,?
38,13,19,19,3,37
22,10,12,20,3,19
34,5,14,21,2,11
32,12,12,18,1,30
36,8,25,25,2,15
24,6,17,17,2,16
41,5,12,19,5,?
60,15,15,28,4,?
41,4,10,20,1,1
28,6,20,0,4,?
39,6,17,18,5,?
34,15,0,0,3,18
48,5,15,20,4,?
28,11,12,16,2,1
52,4,10,18,3,1
28,5,7,19,1,17
35,10,14,17,3,20
17,12,0,0,4,?
25,10,12,22,5,?
32,10,17,22,1,21
20,11,14,0,4,?
33,9,13,25,5,?
16,11,0,0,4,?
30,7,7,17,3,14
51,17,17,19,4,?
22,6,19,19,2,12
51,12,14,16,4,?
39,8,13,15,2,8
51,14,15,20,5,?
35,12,16,22,3,22
29,9,13,0,5,?
38,13,15,21,1,19
34,13,21,21,3,30
23,10,8,14,2,1
65,9,15,20,3,12
36,8,13,17,5,?
33,8,8,23,2,8
26,6,13,18,5,?
41,8,9,13,3,35
56,8,15,23,4,?
31,23,24,27,4,?
54,5,18,19,2,1
24,16,0,0,5,?
44,12,15,18,5,?
54,12,12,25,4,?
34,7,21,21,2,1
26,11,16,18,3,1
26,6,18,20,4,?
46,25,27,28,5,?
21,14,17,17,3,15
28,17,20,25,4,?
23,13,16,20,4,?
20,7,19,0,5,?
26,12,21,21,5,?
19,17,18,0,5,?
19,13,15,15,3,13
49,14,15,25,5,?
19,12,15,0,5,?
19,12,14,17,4,?
19,15,16,17,5,?
19,14,15,0,3,19
19,12,16,17,5,?
20,13,13,0,5,?
23,5,12,14,1,1
25,8,15,15,4,?
20,12,15,15,4,?
20,12,15,15,4,?
20,15,17,17,3,19
27,14,15,20,4,?
19,0,0,0,4,?
20,16,18,0,4,?
24,15,10,11,3,18
21,13,15,19,4,?
20,10,16,16,2,1
32,10,16,19,3,16
55,4,12,17,5,?
20,10,20,0,6,15
31,15,17,17,1,15
20,10,16,16,2,13
18,16,16,0,4,?
23,12,13,21,4,?
40,8,17,27,2,1
24,16,17,17,1,1
31,15,15,15,2,15
20,12,15,16,2,13
30,15,17,18,4,?
20,16,19,19,4,?
19,12,17,18,4,?
19,10,15,17,5,?
48,12,14,15,5,?
19,13,17,0,4,?
19,12,18,19,3,12
25,16,16,17,4,?
23,13,13,22,3,20
20,6,11,14,5,?
30,12,12,19,3,23
41,11,12,16,5,?
40,8,17,24,5,?
38,15,18,18,4,?
19,12,15,17,4,?
35,11,12,15,4,?
19,14,14,0,4,?
34,10,12,21,5,?
36,10,16,16,5,?
17,14,17,17,4,?
19,12,12,0,4,?
43,8,14,14,5,?
19,13,0,0,3,16
19,12,16,19,4,?
19,14,14,0,4,?
31,11,17,19,4,?
41,12,15,20,4,?
46,12,13,18,4,?
19,5,15,0,5,?
39,12,13,15,4,?
19,12,0,0,4,?
21,12,16,19,3,12
24,10,15,15,4,?
30,15,18,21,3,17
19,11,11,0,4,?
54,17,17,17,4,?
19,15,18,18,4,?
45,12,16,16,2,16
19,6,11,13,5,?
19,12,13,0,4,?
45,12,16,21,5,?
16,12,16,0,1,1
43,12,17,23,5,?
35,9,12,16,5,?
36,5,5,18,5,?
60,14,18,20,4,?
59,15,18,30,4,?
24,8,13,13,2,1
19,11,13,0,4,?
16,12,13,14,4,?
18,15,15,16,5,?
37,11,19,31,4,?
53,15,22,25,4,?
19,10,17,0,5,?
19,11,14,18,5,?
68,12,14,16,4,?
54,12,20,24,4,?
35,6,18,12,6,1
19,16,17,0,4,?
18,7,0,0,4,?
18,12,12,0,4,?
19,15,18,18,4,?
18,10,13,0,4,?
38,16,18,21,5,?
30,15,16,17,1,15
41,6,14,16,2,1
21,13,13,14,5,?
20,14,15,0,4,?
56,12,16,20,6,53
18,14,15,0,4,?
52,16,16,17,5,?
18,14,17,0,4,?
36,12,19,21,4,?
39,11,15,18,4,?
16,11,0,0,5,?
35,10,12,14,5,?
15,15,15,0,3,15
28,11,14,15,4,?
33,15,15,16,5,?
32,7,10,25,6,30
53,14,18,34,4,?
19,14,15,17,5,?
53,12,17,23,4,?
39,12,17,17,2,12
21,15,19,19,4,?
26,12,13,16,2,12
21,12,15,18,4,?
34,12,21,24,3,12
15,14,15,0,3,15
19,13,13,18,4,?
24,12,14,17,1,16
61,16,16,16,2,16
17,13,15,17,4,?
25,12,15,19,5,?
22,12,12,20,4,?
18,12,17,17,4,?
54,15,21,30,5,?
46,0,20,20,1,22
51,8,24,0,4,?
56,17,23,30,4,?
36,11,15,16,5,?
54,15,22,25,4,?
17,12,0,0,4,?
20,12,14,0,4,?
31,14,14,15,4,?
43,15,23,23,4,?
52,13,16,29,4,?
55,15,18,18,5,?
20,12,14,0,4,?
17,0,0,0,4,?
23,12,16,18,2,15
51,14,15,16,5,?
17,11,13,0,5,?
36,12,20,20,4,?
33,8,8,12,3,1
47,8,16,16,4,?
44,13,14,18,4,?
19,17,17,18,5,?
17,12,14,0,3,15
17,11,14,17,5,?
16,0,0,0,1,1
21,15,18,20,4,?
52,6,14,19,4,?
21,6,18,0,3,18
37,6,21,21,2,1
22,12,13,17,4,?
19,15,15,18,5,?
17,13,15,0,4,?
23,13,14,19,4,?
18,7,12,0,6,16
16,11,0,0,4,?
48,5,5,5,1,1
21,12,18,0,4,?
43,10,14,19,4,?
19,5,0,0,2,13
18,12,14,15,5,?
16,14,15,0,4,?
24,11,18,22,3,19
35,12,19,25,4,?
16,0,0,0,5,?
16,14,0,0,3,1
22,8,0,0,3,1
32,12,12,18,5,?
17,14,17,0,3,1
56,13,13,13,5,?
16,7,0,0,5,?
37,11,17,17,2,1
16,14,14,0,3,16
15,14,14,0,4,?
56,11,15,16,5,?
53,14,14,18,5,?
33,11,13,0,6,28
51,15,18,26,4,?
23,16,0,0,5,?
28,10,13,6,3,13
15,12,14,15,4,?
19,10,0,0,4,?
19,13,0,0,3,1
61,0,0,25,4,?
18,5,15,15,6,1
18,13,15,0,1,14
19,13,15,16,3,13
19,11,13,14,5,?
18,13,13,0,4,?
16,3,0,0,3,11
15,14,0,0,3,15
15,13,0,0,4,?
35,4,25,25,2,4
21,17,19,0,4,?
21,12,18,18,4,?
31,9,17,6,2,15
22,12,15,18,5,?
17,15,16,0,5,?
40,16,19,25,4,?
28,12,16,0,5,?
51,11,15,19,4,?
20,11,14,14,4,?
21,12,12,16,5,?
16,13,13,16,4,?
26,5,14,16,6,24
19,15,0,0,4,?
15,12,13,15,3,14
15,0,12,0,3,15
21,10,14,18,3,15
27,6,6,20,3,17
20,15,15,0,5,?
45,13,16,22,4,?
42,11,16,21,5,?
43,23,23,25,4,?
39,10,15,20,5,?
15,0,0,0,4,?
17,15,15,0,2,10
15,14,14,0,5,?
51,12,15,20,4,?
33,11,11,21,6,11
66,12,12,15,5,?
37,14,14,17,5,?
22,14,0,0,4,?
47,12,15,23,4,?
47,13,19,25,5,?
42,8,10,20,3,27
19,7,15,0,4,?
17,12,13,0,3,14
19,16,18,0,4,?
35,15,18,18,4,?
18,15,0,0,4,?
18,12,16,0,3,17
22,7,14,15,5,?
24,5,15,19,4,?
19,0,0,0,5,?
20,13,14,0,3,14
32,15,16,17,1,15
18,12,13,0,4,?
26,13,15,24,4,?
20,14,18,19,5,?
37,17,17,19,5,?
17,0,0,0,5,?
23,8,15,0,4,?
16,0,0,0,3,15
18,16,16,17,5,?
75,14,14,22,3,14
31,15,15,18,2,18
21,14,15,18,4,?
18,12,13,17,2,4
31,5,7,21,2,11
29,14,22,0,4,?
30,8,21,29,2,12
37,5,6,18,1,5
29,12,15,18,4,?
18,18,18,0,5,?
21,17,17,0,4,?
57,12,14,18,4,?
51,16,19,22,4,?
20,12,13,15,4,?
27,12,15,22,3,1
29,12,18,18,1,1
17,13,14,0,4,?
19,12,13,15,3,12
18,4,6,12,3,4
17,15,16,16,4,?
18,9,9,16,5,?
31,11,15,16,4,?
51,13,21,17,5,?
50,15,17,26,4,?
23,13,0,0,4,?
40,14,19,25,4,?
16,13,14,0,5,?
24,6,16,17,3,16
30,11,18,21,3,25
48,13,13,14,4,?
31,6,11,17,3,22
40,12,13,22,4,?
