@relation 'conjunto_de_datos_tmodulo_endiseg_web_2022-weka.filters.unsupervised.attribute.Remove-R1,3-55,58-60,62-71,73-74,76-224'

@attribute P4_1 numeric
@attribute P7_2 numeric
@attribute P7_3 numeric
@attribute P7_5 numeric
@attribute P8_1 numeric
@attribute P8_2 numeric

@data
59,12,16,18,4,?
42,11,19,19,2,11
24,13,11,17,2,15
58,6,22,22,2,12
46,13,17,25,4,?
17,11,11,0,3,10
17,12,14,14,3,16
23,16,0,0,3,16
19,5,12,0,3,1
23,11,13,17,2,15
20,12,12,14,2,1
29,10,16,0,2,12
35,12,21,31,2,13
27,11,12,14,2,21
35,12,16,19,2,1
34,13,16,23,4,?
22,6,15,17,2,6
30,14,14,15,2,14
28,5,10,18,3,1
21,13,14,0,3,16
36,9,16,20,2,12
23,7,20,20,2,1
23,6,13,15,2,14
16,10,13,0,3,14
38,8,11,18,1,1
28,12,21,21,3,1
31,8,16,16,2,12
48,13,15,25,4,?
51,12,12,17,4,?
19,12,12,16,3,1
22,9,17,17,2,12
35,11,13,13,5,?
28,10,11,13,2,1
24,11,11,13,5,?
45,12,14,16,5,?
34,12,15,20,5,?
22,12,18,0,3,14
51,7,8,17,5,?
16,11,14,0,1,13
31,6,14,17,2,1
21,12,14,16,1,9
21,16,17,17,3,19
24,17,17,17,2,17
31,6,15,8,2,6
24,10,20,21,2,14
21,12,18,18,2,20
19,11,16,18,2,1
18,14,14,0,3,14
16,0,0,0,6,16
21,4,13,16,3,1
24,8,14,16,2,15
20,6,7,15,3,18
21,8,14,0,3,15
19,10,14,15,2,1
21,9,14,0,3,9
36,12,13,14,5,?
24,12,12,20,2,16
25,15,18,21,4,?
16,8,8,0,4,?
26,13,18,18,2,15
19,13,13,15,2,14
45,12,12,16,5,?
25,8,10,17,5,?
44,21,21,21,4,?
19,8,14,18,2,1
35,12,13,18,4,?
23,12,19,0,3,17
30,4,11,24,3,19
18,6,18,0,2,6
29,11,0,0,3,23
31,12,16,17,2,16
22,11,17,19,2,14
34,11,15,16,6,16
26,17,17,19,5,?
26,4,18,21,2,13
64,12,12,15,5,?
33,15,16,18,5,?
38,14,14,17,4,?
32,14,16,17,5,?
39,6,8,19,2,1
34,11,16,17,5,?
32,20,22,22,1,21
29,10,18,18,2,6
31,15,13,18,5,?
35,9,9,14,2,9
44,8,11,11,2,5
51,9,9,15,5,?
38,9,10,10,1,10
24,18,18,18,4,?
32,13,15,16,4,?
18,13,17,17,3,15
30,7,9,16,2,15
25,11,18,18,2,14
25,10,0,0,6,24
29,8,13,17,3,22
20,9,17,18,3,15
22,10,16,18,5,?
36,9,12,12,2,1
23,13,15,0,4,?
56,14,15,16,5,?
29,12,12,17,5,?
17,8,15,17,3,15
24,10,15,16,5,?
35,10,14,17,4,?
34,12,15,24,3,25
26,11,15,19,3,12
23,12,12,15,1,10
23,15,13,15,4,?
26,7,16,16,2,12
36,5,8,6,2,1
46,15,15,16,4,?
18,8,13,13,3,10
27,8,14,17,5,?
54,12,10,16,5,?
29,5,13,13,2,3
26,15,15,21,6,24
39,10,17,19,4,?
23,11,12,14,5,?
27,15,15,15,2,8
25,5,21,24,2,1
38,12,16,19,5,?
16,9,12,15,3,1
46,11,14,17,3,1
49,12,15,18,5,?
20,4,12,14,6,12
52,14,15,23,4,?
29,12,12,18,3,20
29,17,17,17,1,16
23,13,17,17,5,?
64,6,16,17,1,17
29,9,13,16,5,?
41,5,17,22,4,?
24,15,18,21,1,13
43,11,13,21,5,?
36,12,13,15,2,10
53,11,17,21,5,?
19,5,18,0,3,1
25,15,16,17,5,?
19,4,0,0,3,13
42,18,19,19,5,?
25,7,13,18,2,9
47,17,19,20,5,?
53,8,17,18,5,?
51,8,10,15,5,?
53,15,16,22,5,?
38,10,11,16,5,?
27,6,20,20,6,13
55,5,11,17,2,6
41,7,12,14,5,?
37,11,12,17,5,?
35,11,12,17,5,?
62,17,18,21,4,?
25,14,14,15,4,?
51,12,17,20,4,?
61,12,18,19,5,?
22,12,12,19,3,20
24,5,18,18,2,9
44,17,22,25,5,?
52,9,18,20,2,10
33,10,15,15,2,1
56,16,16,18,5,?
51,10,14,15,5,?
45,16,18,21,4,?
40,16,17,19,4,?
34,12,13,15,5,?
33,5,13,15,1,1
21,6,17,17,6,11
53,13,15,16,5,?
33,12,13,15,4,?
20,5,15,0,6,17
54,15,17,18,4,?
55,4,10,17,5,?
59,15,16,17,5,?
62,15,15,22,4,?
49,15,18,27,4,?
28,10,13,18,4,?
47,12,17,17,5,?
20,10,15,16,2,10
34,15,15,17,5,?
60,12,16,17,5,?
34,12,18,24,5,?
29,15,25,25,2,28
31,13,16,20,4,?
46,13,14,16,5,?
57,16,16,16,4,?
20,7,13,17,3,7
29,6,7,12,2,1
32,16,16,18,4,?
21,6,0,0,3,19
53,12,14,18,5,?
51,12,20,27,5,?
37,12,15,18,4,?
48,14,15,18,5,?
54,15,15,28,4,?
32,11,13,18,4,?
46,12,18,18,5,?
17,11,0,0,6,1
26,13,13,19,4,?
26,11,14,18,2,15
18,11,14,14,3,1
43,14,15,16,5,?
49,8,14,24,4,?
26,15,15,15,4,?
25,15,15,25,4,?
32,11,13,18,5,?
39,11,15,18,4,?
24,10,13,14,5,?
27,11,13,15,5,?
43,18,18,19,5,?
43,13,18,18,2,13
35,10,9,15,5,?
25,12,16,18,2,5
49,18,18,26,5,?
60,15,15,19,4,?
26,12,13,24,2,15
52,16,18,20,4,?
25,10,12,15,4,?
56,14,15,16,5,?
52,12,15,18,5,?
55,14,19,22,4,?
52,12,15,0,4,?
30,12,15,21,4,?
28,0,0,0,5,?
60,11,13,17,5,?
36,9,17,18,4,?
31,9,10,15,5,?
16,10,0,0,4,?
29,11,18,20,2,1
57,0,0,15,5,?
25,14,17,15,3,14
25,6,17,18,3,13
26,0,14,0,6,23
56,15,17,18,5,?
30,13,15,15,5,?
35,15,16,17,5,?
58,18,18,19,4,?
36,10,23,0,4,?
52,14,20,30,4,?
39,10,12,18,3,12
59,16,18,22,5,?
46,15,17,18,5,?
22,13,13,14,2,1
29,10,18,20,2,13
46,14,14,15,5,?
38,11,11,15,5,?
56,10,12,16,1,16
50,16,15,18,5,?
48,5,10,20,5,?
28,10,8,18,2,10
44,5,22,22,5,?
45,14,17,18,5,?
30,6,10,19,4,?
35,10,14,17,5,?
53,14,17,19,4,?
29,7,8,22,2,1
34,7,12,10,3,1
31,13,15,18,4,?
36,15,15,22,4,?
57,15,18,18,5,?
28,8,11,19,2,1
27,3,5,17,1,23
32,14,21,26,3,18
23,18,18,18,2,17
39,10,22,22,4,?
19,9,12,9,2,12
60,15,15,15,5,?
28,10,19,19,1,17
25,6,12,20,2,1
38,12,15,18,4,?
30,20,21,0,4,?
16,12,14,0,4,?
22,7,7,10,2,12
28,21,22,23,1,22
49,16,12,16,5,?
30,14,15,25,3,15
35,15,19,19,2,1
51,15,18,18,4,?
34,12,14,17,5,?
49,13,17,18,4,?
37,13,24,24,4,?
18,6,12,15,5,?
24,10,15,17,3,16
32,7,22,23,3,25
55,14,15,18,5,?
20,10,13,20,2,11
21,5,7,18,5,?
59,12,20,18,5,?
40,13,19,0,3,30
31,13,15,15,5,?
34,15,20,21,2,16
43,12,15,15,4,?
17,12,13,0,4,?
49,13,13,25,4,?
34,11,15,16,4,?
27,4,15,17,2,7
27,11,13,20,2,20
22,12,14,16,3,17
23,13,15,16,2,13
33,5,19,20,2,14
22,12,18,20,3,15
30,6,10,17,2,12
31,16,16,16,4,?
51,18,18,18,4,?
59,16,17,19,4,?
29,7,8,21,3,25
45,0,12,17,5,?
43,16,18,21,2,19
21,7,15,15,4,?
32,10,18,21,2,20
17,12,15,0,4,?
26,0,0,0,4,?
18,9,14,14,2,13
22,13,16,10,6,15
57,10,12,14,5,?
28,10,14,21,4,?
60,15,15,17,3,17
20,8,17,17,6,8
31,13,14,14,5,?
23,9,14,0,3,13
25,19,19,19,3,1
38,15,15,18,4,?
26,12,13,18,2,16
38,3,21,22,5,?
29,6,12,18,3,20
21,7,15,0,3,15
37,13,13,13,5,?
48,12,19,19,4,?
27,0,0,0,6,13
54,13,15,19,5,?
50,12,23,27,4,?
55,11,18,24,4,?
58,14,18,23,5,?
60,10,14,18,5,?
47,11,19,30,4,?
48,14,14,17,5,?
54,13,18,20,5,?
22,14,19,0,3,22
23,11,12,18,3,21
38,7,14,18,3,1
54,32,28,40,4,?
33,9,16,19,3,15
23,13,13,16,5,?
27,8,13,19,2,12
24,6,18,19,4,?
38,12,18,20,5,?
31,12,14,17,4,?
32,13,17,18,1,24
40,7,11,16,4,?
30,26,27,8,6,27
34,5,14,21,1,27
37,8,10,21,3,33
46,12,15,17,5,?
35,13,14,15,5,?
21,15,16,16,3,17
25,8,19,19,2,1
20,12,16,16,2,9
19,8,15,0,3,18
19,4,16,17,2,14
33,10,13,15,5,?
36,12,12,19,5,?
24,6,15,19,3,15
49,8,8,17,5,?
41,13,15,18,4,?
35,8,12,12,3,1
18,13,14,0,4,?
34,11,11,25,2,14
24,12,14,14,2,12
27,15,18,18,5,?
26,12,20,20,1,1
28,11,13,14,2,1
55,12,13,13,3,12
31,9,17,21,4,?
22,7,9,11,6,1
30,12,21,22,2,1
19,10,11,16,2,1
33,10,12,21,5,?
25,10,15,17,3,16
25,15,20,21,2,20
37,15,16,16,5,?
22,17,19,20,2,10
54,14,16,17,5,?
25,10,12,17,2,11
25,9,12,20,2,1
39,10,16,18,5,?
34,9,9,14,5,?
34,11,13,19,4,?
29,15,15,19,3,15
15,4,11,0,3,1
36,18,18,21,4,?
44,9,12,18,5,?
42,12,14,18,5,?
55,10,12,14,5,?
32,13,13,17,3,29
28,15,18,20,4,?
65,12,18,29,5,?
42,12,17,20,5,?
35,9,15,16,5,?
26,12,15,17,4,?
49,15,22,25,5,?
37,15,16,18,4,?
29,5,8,18,2,1
29,14,15,15,3,20
26,12,14,18,4,?
46,15,16,18,5,?
21,6,13,14,3,16
29,15,16,16,1,1
57,9,9,13,2,16
41,12,12,14,5,?
40,12,14,20,4,?
30,11,11,0,3,25
25,16,16,18,4,?
30,13,14,13,2,10
21,15,18,19,3,17
45,5,13,14,5,?
35,14,14,22,4,?
61,10,12,12,5,?
40,8,15,18,1,1
21,8,17,17,6,6
27,5,15,25,1,1
51,12,18,22,5,?
27,5,15,0,3,11
16,12,13,0,4,?
43,8,12,13,5,?
55,17,17,17,4,?
33,8,11,17,4,?
53,12,12,16,5,?
16,14,0,0,2,14
16,12,14,0,5,?
22,13,13,13,3,17
54,17,17,24,4,?
45,17,17,21,4,?
27,10,13,14,4,?
45,15,16,18,5,?
32,7,15,21,2,1
26,8,11,12,2,12
45,13,14,17,2,17
23,14,15,19,2,14
21,10,17,18,3,16
50,14,14,17,1,1
42,15,20,20,4,?
30,13,17,18,2,15
25,16,23,23,2,24
41,4,13,17,5,?
50,12,14,19,5,?
56,15,17,22,2,15
50,11,18,18,5,?
47,12,22,15,2,12
17,17,17,0,4,?
43,7,10,17,2,10
31,12,13,17,4,?
20,11,12,16,6,13
35,11,18,18,5,?
36,10,10,14,3,9
44,19,27,27,6,28
17,2,5,15,5,?
45,12,11,15,3,21
29,7,12,22,5,?
51,15,15,19,5,?
34,10,6,12,2,1
32,15,17,20,5,?
39,14,15,17,2,20
20,8,16,17,4,?
19,5,14,19,4,?
31,9,11,15,2,1
62,15,17,25,5,?
31,16,17,18,4,?
29,13,16,23,2,1
30,12,15,16,4,?
20,9,12,16,4,?
21,10,16,21,3,1
17,12,13,0,3,16
39,15,16,18,4,?
52,16,16,23,4,?
47,12,15,27,4,?
19,9,12,18,4,?
44,10,20,23,2,1
21,6,17,19,3,10
15,6,13,14,2,9
24,13,16,22,2,13
26,12,12,17,2,21
39,9,12,19,2,1
21,12,12,12,5,?
24,16,17,17,2,17
26,10,14,17,3,13
35,15,19,19,4,?
26,7,7,11,2,19
24,15,15,16,5,?
26,6,24,24,2,14
17,0,0,0,4,?
44,15,18,20,4,?
39,15,20,20,4,?
36,11,13,15,5,?
52,13,22,22,5,?
46,9,10,19,5,?
45,15,16,18,5,?
50,11,17,17,5,?
69,15,16,18,5,?
24,17,17,18,4,?
48,10,23,27,4,?
22,12,0,0,4,?
22,14,16,16,2,1
58,15,19,26,4,?
42,12,17,40,1,14
47,5,19,19,2,1
17,15,0,0,4,?
30,12,16,17,2,8
19,12,9,13,3,13
47,11,13,16,5,?
37,15,20,20,4,?
32,10,13,17,3,28
16,0,0,0,3,15
60,11,11,20,4,?
26,12,12,18,3,15
16,14,14,0,4,?
42,11,13,21,5,?
34,12,13,15,4,?
16,12,0,0,4,?
37,10,20,20,2,14
20,12,16,17,2,14
52,18,18,19,5,?
39,6,15,18,5,?
21,11,14,15,3,1
37,14,14,16,5,?
23,14,16,17,3,21
18,10,13,17,2,1
47,12,19,20,4,?
53,12,13,15,4,?
54,12,15,19,4,?
39,5,7,15,2,1
38,0,13,13,4,?
28,17,19,21,6,19
21,5,13,15,4,?
27,12,12,21,4,?
23,11,17,18,5,?
28,15,16,16,2,15
25,0,14,16,3,1
24,5,13,15,3,19
25,11,15,15,2,13
56,10,17,28,5,?
31,5,12,16,4,?
20,11,12,17,3,15
53,15,18,18,5,?
21,12,17,20,2,14
21,7,12,16,6,18
48,8,8,26,2,30
21,12,14,15,3,14
29,5,12,16,5,?
30,11,15,23,3,15
31,8,13,15,2,11
47,8,17,17,1,15
18,5,0,0,4,?
40,5,10,25,2,6
27,8,11,18,3,8
17,13,15,0,1,16
23,18,18,18,3,21
35,12,9,17,2,9
29,9,13,16,5,?
23,9,20,22,5,?
51,8,14,17,5,?
38,12,13,15,3,15
32,14,14,17,2,14
57,14,20,22,4,?
40,8,8,13,2,8
53,13,14,14,5,?
32,14,15,16,2,19
50,18,19,19,4,?
25,14,17,18,4,?
23,12,17,17,3,21
36,7,11,17,3,13
20,10,18,18,1,13
23,6,0,0,3,6
31,8,12,24,3,24
41,14,15,17,5,?
29,17,18,18,3,28
32,11,18,18,5,?
32,10,18,18,2,13
49,9,15,19,5,?
55,12,15,18,5,?
22,12,14,14,2,7
25,16,16,19,4,?
45,10,15,17,5,?
49,8,13,17,2,1
47,14,14,17,5,?
28,5,5,17,2,19
28,8,15,15,2,1
21,6,0,0,1,18
46,12,15,18,5,?
17,5,0,0,3,10
35,13,17,18,2,13
53,13,18,28,5,?
17,0,6,0,4,?
32,9,16,16,2,12
47,12,16,22,5,?
31,12,29,29,2,21
29,4,15,9,2,4
43,4,11,18,5,?
24,0,0,0,6,17
30,8,10,15,5,?
38,8,8,18,2,8
41,12,20,34,1,12
30,10,13,17,5,?
34,12,17,18,2,12
37,5,14,18,2,5
53,11,20,23,4,?
60,9,16,20,5,?
28,12,16,16,3,12
47,16,16,16,5,?
27,12,13,16,5,?
38,12,17,17,2,17
20,14,14,16,6,15
21,10,17,17,6,20
39,0,0,19,5,?
48,16,18,18,5,?
18,11,15,0,5,?
37,20,21,21,1,23
41,7,13,19,2,1
30,12,15,19,4,?
46,15,17,17,5,?
30,9,12,19,3,18
30,12,20,20,2,1
39,15,17,17,1,1
25,6,19,19,2,1
37,9,13,18,5,?
32,12,14,16,2,15
32,5,12,18,2,15
36,9,14,21,5,?
57,12,12,15,5,?
24,3,4,16,5,?
45,13,27,25,2,32
43,13,13,21,5,?
28,4,6,14,4,?
30,15,15,17,4,?
72,11,13,25,4,?
32,7,22,22,6,1
37,8,14,14,2,18
24,9,15,15,2,13
18,8,12,17,2,1
30,9,20,22,2,9
24,16,22,22,2,22
32,12,14,15,5,?
24,7,14,17,2,19
23,14,14,15,4,?
29,8,13,17,3,15
25,8,16,18,3,17
26,5,15,15,4,?
37,15,17,23,1,20
27,10,12,17,5,?
20,15,0,0,3,17
28,5,12,20,5,?
51,10,15,24,3,42
38,12,12,12,3,1
24,15,15,16,5,?
36,6,9,12,2,6
23,11,17,17,3,11
42,8,11,12,5,?
56,13,14,21,4,?
29,6,9,16,4,?
39,11,12,12,2,23
47,15,20,26,4,?
42,13,13,16,5,?
23,12,15,17,5,?
42,4,11,12,6,33
51,13,15,21,4,?
28,16,19,19,4,?
45,10,12,18,5,?
43,10,20,20,5,?
50,0,10,10,5,?
49,14,24,0,4,?
20,4,12,13,4,?
23,10,19,0,4,?
35,6,10,11,2,15
32,10,12,12,5,?
49,13,18,19,5,?
17,13,13,0,1,15
26,13,13,16,5,?
31,15,15,18,4,?
47,12,13,19,5,?
31,11,13,16,3,14
51,17,18,18,5,?
25,13,14,15,5,?
61,10,17,17,5,?
25,12,12,12,5,?
35,5,11,17,4,?
25,18,18,23,5,?
49,11,18,18,5,?
53,12,12,12,5,?
53,14,17,18,3,1
17,14,16,0,4,?
57,14,33,33,4,?
24,4,18,0,5,?
53,19,28,28,3,28
46,17,15,19,4,?
28,18,18,18,4,?
45,10,10,17,5,?
46,15,17,17,4,?
51,8,12,16,5,?
40,9,24,24,2,10
18,12,14,17,1,12
22,15,18,21,5,?
23,15,18,18,2,15
50,13,13,16,5,?
40,16,17,20,5,?
66,12,18,24,4,?
50,13,14,13,2,13
30,8,11,16,3,19
55,10,15,27,4,?
56,8,10,15,5,?
36,13,17,24,2,24
48,17,16,19,5,?
41,14,15,24,4,?
21,11,12,16,2,15
33,7,11,14,5,?
50,17,19,19,5,?
34,14,17,17,1,33
34,12,12,12,3,15
46,13,18,22,5,?
18,12,13,0,1,17
46,10,12,14,5,?
33,12,12,13,5,?
20,13,0,0,3,18
32,15,16,17,2,17
40,11,12,19,5,?
22,7,9,19,2,1
42,9,17,25,5,?
49,8,12,14,5,?
53,12,12,16,5,?
34,15,12,19,1,1
31,10,14,14,6,18
47,17,17,18,5,?
41,10,10,19,5,?
35,12,18,19,1,1
30,14,16,18,2,16
31,5,11,0,1,1
54,12,16,17,2,12
58,12,15,18,5,?
25,11,12,13,3,12
43,7,14,14,2,1
30,10,15,18,2,10
39,13,14,17,5,?
46,12,15,15,1,1
38,11,16,17,5,?
54,12,19,21,2,1
17,15,0,0,5,?
45,8,22,22,2,16
32,11,19,23,2,20
26,5,13,16,3,17
31,6,12,15,3,16
41,13,15,22,4,?
25,16,17,18,2,19
35,14,16,19,4,?
57,12,12,15,5,?
20,13,0,0,3,20
44,12,14,15,4,?
38,11,11,15,5,?
26,15,15,16,1,20
46,10,11,16,5,?
26,12,16,16,5,?
19,10,15,16,6,1
44,7,19,19,2,12
33,12,13,21,6,19
22,10,15,0,2,17
31,11,15,17,2,15
30,8,9,17,2,12
39,0,0,0,5,?
21,15,15,17,2,10
29,5,13,15,2,1
37,13,13,17,5,?
51,15,16,16,5,?
32,5,10,16,1,1
50,13,15,18,5,?
33,5,13,16,2,15
27,10,13,15,2,12
53,19,19,21,5,?
48,12,14,16,5,?
43,10,17,17,5,?
30,12,14,15,5,?
29,17,17,21,1,22
30,5,12,16,3,18
21,9,14,0,2,1
50,16,16,18,5,?
47,8,10,18,5,?
49,7,7,11,2,1
22,15,16,16,2,15
16,12,0,0,4,?
51,10,15,15,5,?
20,0,12,0,6,18
29,15,18,18,1,19
33,15,15,18,4,?
24,8,17,18,3,14
16,12,0,0,3,16
38,10,12,15,5,?
40,10,13,15,5,?
39,10,14,18,3,15
38,15,16,18,2,17
42,5,22,29,4,?
36,5,12,21,5,?
49,15,17,17,5,?
22,4,15,22,6,21
47,12,15,16,5,?
28,11,19,27,2,26
44,12,13,14,5,?
37,11,15,18,3,35
24,6,17,0,3,14
57,15,15,18,5,?
30,10,15,22,3,26
48,4,11,17,1,20
19,11,14,18,3,12
20,6,14,16,3,12
51,14,24,18,2,13
29,12,21,21,2,14
32,10,18,16,2,15
29,12,21,21,2,10
47,12,15,20,4,?
22,9,13,14,3,17
49,12,20,22,5,?
60,12,14,17,3,42
23,13,16,18,2,1
28,10,17,17,2,12
29,16,16,21,5,?
38,14,14,16,5,?
24,12,13,18,1,16
33,12,12,13,5,?
43,8,14,15,2,1
29,11,12,13,4,?
54,17,17,21,4,?
36,12,12,17,5,?
54,5,17,17,2,1
20,11,11,0,3,12
34,6,13,18,2,10
40,11,13,15,3,38
21,14,14,14,5,?
21,17,17,18,4,?
42,11,13,25,5,?
18,11,12,0,3,1
15,5,15,0,4,?
18,17,17,0,4,?
25,11,14,14,6,22
24,10,16,16,3,16
33,10,14,5,2,10
63,8,13,18,5,?
38,11,14,21,5,?
21,7,9,15,3,14
22,17,20,20,5,?
53,15,20,25,5,?
49,12,15,17,5,?
40,10,15,17,5,?
30,7,16,19,2,1
30,12,14,16,5,?
30,10,15,15,3,15
26,6,13,18,3,12
33,6,16,19,2,6
51,12,17,17,2,1
30,15,15,19,2,1
43,5,11,17,5,?
28,7,15,23,2,23
49,15,17,25,3,27
46,10,12,15,5,?
32,5,17,17,2,15
35,15,18,18,2,15
16,13,0,0,4,?
24,5,6,17,3,18
41,6,11,20,1,8
16,16,0,0,5,?
30,12,12,17,2,14
32,12,12,27,4,?
22,10,22,22,2,1
36,13,14,14,5,?
33,10,19,27,2,1
27,11,18,18,3,25
48,14,17,19,5,?
27,12,15,16,5,?
38,20,25,25,5,?
29,18,20,22,4,?
52,12,13,16,5,?
27,6,18,19,3,20
50,8,15,12,5,?
23,12,21,21,3,18
47,13,18,18,5,?
32,12,15,22,5,?
18,5,10,11,2,1
18,13,17,0,1,13
29,3,18,18,2,1
45,20,20,20,4,?
20,13,0,0,3,18
29,15,15,15,4,?
41,16,17,18,5,?
43,6,12,12,2,6
46,12,15,18,5,?
18,13,17,0,3,13
20,10,16,0,3,1
18,11,14,17,1,1
34,12,13,16,5,?
31,8,11,28,5,?
39,12,20,24,2,1
36,14,16,17,4,?
40,10,27,29,2,12
21,15,17,19,4,?
26,7,13,16,3,16
20,7,12,0,3,17
24,6,13,17,2,16
34,15,16,17,4,?
17,10,17,17,2,8
51,15,17,18,2,1
37,11,15,18,5,?
41,11,12,20,1,23
21,11,18,18,3,1
16,14,0,0,4,?
62,8,16,20,5,?
44,9,17,17,2,17
39,10,15,19,4,?
46,12,15,18,5,?
63,15,17,17,5,?
50,16,18,18,4,?
47,12,12,15,5,?
19,12,0,0,2,14
23,15,20,20,3,16
32,7,18,19,2,18
33,13,0,28,4,?
36,10,19,19,5,?
62,15,17,19,4,?
22,11,0,0,3,14
16,10,12,0,5,?
16,15,0,0,4,?
17,6,14,0,3,15
29,6,10,15,3,27
20,12,14,19,4,?
18,6,14,0,3,14
25,13,13,17,3,19
44,14,14,18,4,?
19,7,13,15,3,18
44,5,15,23,3,22
24,19,16,22,3,21
50,18,18,18,5,?
36,11,16,19,2,12
36,12,12,14,4,?
43,6,17,20,2,6
33,5,18,18,2,1
27,10,20,20,2,19
28,14,14,26,2,1
19,16,17,0,3,17
29,12,14,14,3,13
19,6,6,14,6,16
21,12,17,0,2,12
24,12,15,16,4,?
20,12,20,19,2,6
18,3,4,12,3,13
20,13,15,15,2,1
23,15,16,19,4,?
40,12,13,18,4,?
18,13,17,0,2,14
30,10,22,22,2,10
61,10,14,19,5,?
31,8,21,21,2,12
17,5,14,7,3,13
22,15,16,0,3,1
20,6,12,14,2,1
32,17,19,21,4,?
17,10,0,0,4,?
33,5,14,15,3,8
17,8,15,16,4,?
19,9,15,0,6,11
35,12,17,28,4,?
32,11,12,18,5,?
22,0,0,0,4,?
33,0,0,0,4,?
28,10,15,20,2,3
63,15,17,20,4,?
41,12,0,18,5,?
61,8,14,17,5,?
27,10,15,20,5,?
21,7,0,0,2,14
51,13,13,14,5,?
57,13,17,21,4,?
17,13,15,13,4,?
45,7,16,8,4,?
29,12,25,25,2,1
21,12,14,16,2,13
15,11,0,0,4,?
20,8,9,14,3,19
26,6,15,17,3,16
40,15,15,18,5,?
22,4,16,16,1,1
20,10,16,20,2,14
41,4,14,0,5,?
17,6,10,17,3,15
19,7,15,18,2,1
24,13,18,18,2,1
44,15,17,17,5,?
24,14,14,16,3,18
18,10,15,16,3,1
24,12,14,19,4,?
39,15,18,20,5,?
21,7,10,14,3,12
27,4,13,19,3,10
34,12,13,16,5,?
25,6,12,13,5,?
29,24,18,26,4,?
55,12,15,18,5,?
31,17,18,22,5,?
24,12,13,13,5,?
39,14,18,21,2,1
48,18,0,0,3,1
20,13,15,17,2,15
19,5,13,17,6,15
25,15,19,19,2,17
31,12,25,26,4,?
24,4,0,0,3,15
19,8,11,0,3,15
36,14,18,25,2,15
47,16,19,19,5,?
16,8,14,0,3,1
30,12,12,16,3,1
30,10,18,20,3,25
29,6,11,11,3,14
19,12,16,18,3,17
45,16,20,26,5,?
29,13,15,18,5,?
16,12,12,15,4,?
30,11,12,24,5,?
30,9,17,25,2,1
30,13,15,15,3,9
23,13,17,17,1,12
17,12,12,0,3,15
35,5,9,16,2,1
35,12,8,22,2,12
41,6,14,14,2,11
52,13,13,15,5,?
26,8,12,14,3,14
44,11,12,17,5,?
17,12,15,17,4,?
26,12,16,22,3,1
39,7,12,1,5,?
25,12,18,24,2,16
27,8,15,19,6,26
43,10,13,16,5,?
22,11,18,18,5,?
29,14,18,18,3,1
18,11,14,16,2,14
17,11,13,15,3,13
34,8,12,24,5,?
29,13,13,13,2,1
17,13,15,0,5,?
50,16,16,16,5,?
35,6,9,21,3,26
26,13,17,18,3,16
21,10,0,0,3,19
27,10,11,17,3,15
36,5,5,10,2,16
34,10,12,19,4,?
16,12,15,12,3,15
16,13,0,0,5,?
23,4,8,18,2,13
27,7,12,15,2,1
45,6,12,15,1,17
17,7,0,0,2,1
20,13,13,0,3,13
19,12,15,0,3,18
20,15,14,15,3,15
25,16,16,16,2,1
42,5,17,20,1,11
60,12,12,12,2,12
39,5,16,19,3,35
21,11,10,14,6,17
20,11,12,20,3,11
34,10,12,20,1,27
33,8,12,22,3,24
35,8,15,17,1,1
56,12,9,15,2,12
35,12,13,13,2,13
36,10,13,16,3,1
17,14,14,14,5,?
25,6,14,17,2,12
44,12,17,17,2,9
25,14,19,21,2,1
28,12,18,19,2,12
44,11,14,15,5,?
46,6,6,31,2,5
27,12,16,17,3,1
32,11,12,18,2,1
40,6,12,12,2,1
30,10,13,14,3,13
21,9,14,16,2,1
28,6,13,16,2,1
57,15,16,20,5,?
17,12,13,0,5,?
35,11,13,13,2,1
30,11,12,19,5,?
43,12,15,18,5,?
41,10,16,21,2,15
66,10,14,14,4,?
40,6,8,16,2,1
38,11,12,17,3,12
30,15,16,16,2,16
34,6,6,18,6,30
39,21,22,25,1,24
38,16,16,19,3,10
26,15,15,20,2,16
24,8,10,21,3,1
37,0,0,0,6,32
30,12,17,17,2,1
27,4,15,15,3,16
29,15,17,17,2,15
25,5,15,22,3,18
42,12,16,17,1,1
32,11,16,20,2,16
32,5,13,14,2,1
28,11,15,15,2,12
28,10,15,18,2,1
34,12,13,21,2,13
31,10,19,19,2,19
35,10,18,17,2,1
44,13,15,20,4,?
24,18,22,0,6,24
26,14,20,21,2,1
23,15,0,0,6,14
35,7,24,25,6,13
33,7,15,17,3,12
50,12,19,19,2,13
24,12,15,16,3,14
37,8,12,18,2,1
27,13,13,17,3,14
61,13,15,17,4,?
59,17,25,25,5,?
25,9,9,17,3,22
28,14,17,21,1,19
32,12,17,17,2,12
22,9,9,21,2,14
27,12,14,20,3,17
54,15,16,20,5,?
27,12,14,17,1,26
31,8,13,15,2,12
62,13,16,16,5,?
24,8,8,15,6,1
24,11,15,15,3,22
40,12,13,15,5,?
34,6,10,18,2,1
31,10,20,26,3,22
21,18,18,18,4,?
37,6,13,17,4,?
28,12,17,17,2,1
55,8,20,25,5,?
58,5,12,13,2,1
18,10,0,0,2,1
27,11,12,12,2,12
44,11,16,28,5,?
34,11,13,17,2,1
30,8,15,21,4,?
31,11,21,22,2,18
38,10,14,20,4,?
33,7,13,14,2,1
27,10,13,14,2,1
36,5,13,19,3,15
48,12,15,18,5,?
