@relation 'conjunto_de_datos_tmodulo_endiseg_web_2022-weka.filters.unsupervised.attribute.Remove-R1,3-55,58-60,62-71,73-74,76-224-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute P4_1 numeric
@attribute P7_2 numeric
@attribute P7_3 numeric
@attribute P7_5 numeric
@attribute P8_1 numeric
@attribute P8_2 numeric

@data
0.522388,0.3,0.307692,0.20202,0.8,?
0.313433,0.2,0.365385,0.212121,0.8,?
0.477612,0.24,0.269231,0.20202,0.6,?
0.686567,0.24,0.230769,0.161616,0.8,?
0.671642,0.12,0.307692,0.191919,0.8,?
0.238806,0.24,0.384615,0.20202,0.8,?
0.522388,0.18,0.403846,0.212121,0.2,12
0.522388,0.2,0.25,0.171717,0.8,?
0.537313,0.3,0.288462,0.222222,0.8,?
0.537313,0.26,0.288462,0.212121,0.6,?
0.089552,0.26,0.384615,0,0.8,?
0.492537,0.22,0.307692,0.242424,0.6,?
0.044776,0.24,0.269231,0.181818,0.6,?
0.268657,0.18,0.230769,0.151515,0.8,?
0.537313,0.24,0.288462,0,0.6,?
0.746269,0.24,0.269231,0.171717,0.8,?
0.059701,0,0.25,0,0.6,?
0.328358,0.32,0.326923,0.171717,0.8,?
0.268657,0.24,0.288462,0.181818,0.8,?
0.059701,0.26,0,0,0.4,15
0.059701,0.24,0.25,0.151515,0.4,14
0.208955,0.3,0.326923,0.171717,0.8,?
0.522388,0.12,0.326923,0.262626,0.6,?
0.328358,0.12,0.134615,0.141414,0.8,?
0.238806,0.18,0.346154,0.212121,0.8,?
0.522388,0.18,0.307692,0.272727,0.6,?
0.686567,0.12,0.230769,0.171717,0.8,?
0.119403,0.3,0.288462,0.151515,0,20
0.58209,0.3,0.288462,0.282828,0.6,?
0.19403,0.26,0.288462,0.171717,0.8,?
0.477612,0.24,0,0,0.6,?
0.313433,0.24,0.288462,0.191919,0.2,14
0.373134,0.24,0.269231,0.171717,0.8,?
0.567164,0.24,0.307692,0.252525,0.8,?
0.462687,0.28,0.307692,0.181818,0.6,?
0.298507,0.26,0.25,0.151515,0.6,?
0.477612,0.1,0.269231,0.181818,0.8,?
0.313433,0.24,0.423077,0,0.6,?
0.179104,0.24,0.326923,0.171717,0.2,12
0.298507,0.36,0.403846,0.212121,0.6,?
0.134328,0.14,0.25,0.161616,0.4,7
0.61194,0.26,0.25,0.212121,0.8,?
0.716418,0.3,0.307692,0.222222,0.6,?
0.19403,0.2,0.288462,0.171717,0.6,?
0.641791,0.28,0.730769,0.393939,0.6,?
0.283582,0.22,0.288462,0.181818,0.4,15
0.432836,0.36,0.365385,0.212121,0.6,?
0.208955,0.28,0.326923,0.181818,0.6,?
0.179104,0.32,0.307692,0.161616,0.4,18
0.716418,0.24,0.326923,0.191919,0.8,?
0.776119,0.3,0.307692,0.232323,0.6,?
0.373134,0.2,0.326923,0.181818,0.8,?
0.343284,0.28,0.384615,0.30303,0.6,?
0.179104,0.24,0.326923,0.191919,0.8,?
0.149254,0.22,0.307692,0.20202,0.2,12
0.671642,0.26,0.25,0.151515,0.8,?
0.567164,0.1,0.288462,0.242424,1,50
0.104478,0.12,0.230769,0.161616,0.4,15
0.447761,0.26,0.461538,0.272727,0.6,?
0.134328,0.22,0.230769,0.161616,0.8,?
0.268657,0.2,0.211538,0,0.8,?
0.19403,0.24,0.288462,0.20202,0.6,?
0.567164,0.24,0.288462,0.191919,0.6,?
0.41791,0.26,0.365385,0.222222,0.8,?
0.358209,0.24,0.288462,0.151515,0.8,?
0.238806,0.14,0.461538,0.242424,0.6,?
0.641791,0.22,0.211538,0.111111,0.8,?
0.597015,0.22,0.230769,0.20202,0.4,18
0.179104,0.3,0.269231,0.181818,0.8,?
0.208955,0.28,0.307692,0.20202,0.6,?
0.402985,0.2,0.346154,0.191919,0.8,?
0.746269,0.24,0.269231,0.141414,0.6,?
0.671642,0.26,0.25,0.171717,0.6,?
0.597015,0.1,0.134615,0.121212,0.2,1
0.626866,0.24,0.346154,0.232323,0.6,?
0.432836,0.26,0.461538,0.252525,0.2,13
0.626866,0.3,0.288462,0.181818,0.8,?
0.373134,0.1,0.384615,0.212121,0.8,?
0.552239,0.2,0.288462,0.171717,0.8,?
0.522388,0.2,0.326923,0.272727,0.6,?
0.298507,0.1,0.25,0.161616,0.8,?
0.626866,0.24,0.288462,0.242424,0.6,?
0.656716,0.2,0.230769,0.171717,0.8,?
0.477612,0.12,0.346154,0.20202,0.8,?
0.537313,0.26,0.307692,0.171717,0.6,?
0.477612,0.2,0.346154,0.232323,0.4,13
0.507463,0.24,0.365385,0.212121,0.6,?
0.567164,0.22,0.288462,0.171717,0.6,?
0.373134,0.26,0.326923,0.171717,0.8,?
0.298507,0.26,0.288462,0.191919,0.4,18
0.492537,0.2,0.346154,0.181818,0.6,?
0.626866,0.28,0.326923,0.262626,0.6,?
0.358209,0.18,0.365385,0.191919,0.6,?
0.447761,0.32,0.346154,0.181818,0.8,?
0.567164,0.22,0.230769,0.171717,0.6,?
0.432836,0.3,0.346154,0.212121,0.6,?
0.61194,0.28,0.307692,0.222222,0.6,?
0.597015,0.18,0.269231,0.171717,0.8,?
0.253731,0.2,0.230769,0.151515,0.8,?
0.402985,0.14,0.384615,0.272727,0.6,?
0.253731,0.12,0.134615,0.191919,0.8,?
0.253731,0.24,0.288462,0.171717,0.8,?
0.537313,0.22,0.307692,0.161616,0.8,?
0.522388,0.34,0.346154,0.191919,0.6,?
0.059701,0.34,0,0,1,18
0.507463,0.32,0.346154,0.252525,0.6,?
0.522388,0.3,0.288462,0.212121,0.6,?
0.223881,0.24,0.346154,0.181818,0.2,10
0.268657,0.2,0.307692,0.191919,0.6,?
0.671642,0.3,0.288462,0.181818,0.6,?
0.537313,0.22,0.384615,0.222222,0.6,?
0.253731,0.26,0.288462,0.151515,0.6,?
0.253731,0.3,0.365385,0,0.6,?
0.552239,0.24,0.288462,0.171717,0.8,?
0.626866,0.1,0.230769,0.151515,0.8,?
0.477612,0.36,0.403846,0.212121,0.6,?
0.567164,0.22,0.423077,0.353535,0.6,?
0.477612,0.24,0.326923,0.252525,0.6,?
0.537313,0.24,0.25,0.181818,0.6,?
0.58209,0.26,0.269231,0.222222,0.8,?
0.253731,0.18,0.25,0.171717,0.6,?
0.537313,0.3,0.442308,0.232323,0.6,?
0.164179,0.32,0.346154,0.181818,0.4,19
0.462687,0.26,0.365385,0,0.6,?
0.641791,0.2,0.230769,0.222222,0.8,?
0.567164,0.3,0.442308,0.232323,0.6,?
0.597015,0.3,0.288462,0.222222,0.6,?
0.268657,0.2,0.230769,0.171717,0.2,1
0.597015,0.12,0.288462,0.161616,0.8,?
0.283582,0.2,0.230769,0.181818,0.8,?
0.552239,0.14,0.442308,0.232323,0.6,?
0.492537,0.28,0.288462,0.20202,0.6,?
0.641791,0.28,0.269231,0.151515,0.4,14
0.149254,0.12,0.326923,0,0.4,15
0.044776,0.32,0.326923,0,0.8,?
0.119403,0.22,0.230769,0.141414,0.4,20
0.447761,0.2,0.288462,0.191919,0.6,?
0.447761,0.26,0.403846,0.242424,0.6,?
0.462687,0.04,0.153846,0.080808,0.2,8
0.447761,0.26,0.326923,0.191919,0.6,?
0.701493,0.34,0.326923,0.181818,0.8,?
0.298507,0,0.346154,0.181818,0.6,?
0.298507,0.32,0.346154,0.181818,0,6
0.477612,0.34,0.326923,0.262626,0.6,?
0.119403,0.22,0.307692,0.212121,0.6,?
0.477612,0.18,0.307692,0.262626,0.6,?
0.119403,0.2,0.25,0.222222,0.8,?
0.656716,0.16,0.153846,0.20202,0.8,?
0.701493,0.1,0.173077,0.272727,0,1
0.567164,0.24,0.192308,0.141414,0.8,?
0.597015,0.26,0.346154,0.232323,0.6,?
0.358209,0.24,0.211538,0.212121,0.8,?
0.253731,0.28,0.307692,0.20202,0.6,?
0.716418,0.2,0.230769,0.161616,0.8,?
0.567164,0.2,0.288462,0.151515,0.8,?
0.537313,0.32,0.307692,0.161616,0.6,?
0.298507,0.1,0.096154,0.050505,0.2,15
0.402985,0.4,0.692308,0.383838,0.6,?
0.507463,0.12,0.288462,0.30303,0.6,?
0.626866,0.28,0.307692,0.252525,0.6,?
0.492537,0.28,0.288462,0.20202,0.6,?
0.58209,0.32,0.346154,0.212121,0.6,?
0.014925,0,0.269231,0,0.6,?
0.149254,0.3,0.307692,0.171717,0.6,?
0.014925,0,0,0,0.8,?
0.761194,0.2,0.230769,0.141414,0.8,?
0.223881,0.34,0.384615,0.222222,0.6,?
0.432836,0.14,0.134615,0.171717,0.8,?
0.716418,0.38,0.365385,0.20202,0.6,?
0.358209,0.16,0.269231,0.191919,0.8,?
0.447761,0.3,0.288462,0.333333,0.6,?
0.537313,0.28,0.326923,0.464646,0.8,?
0.537313,0.38,0.365385,0.242424,0.8,?
0.537313,0.3,0.365385,0.191919,0.6,?
0.537313,0.3,0.384615,0.242424,0.6,?
0.522388,0.28,0.423077,0.252525,0.6,?
0.223881,0.24,0.230769,0.171717,0.8,?
0.044776,0.26,0,0,0.6,?
0.41791,0.26,0.269231,0.181818,0.4,23
0.447761,0.14,0.365385,0,0.6,?
0.462687,0.18,0.307692,0.282828,0.8,?
0.402985,0.2,0.288462,0.151515,0.8,?
0.447761,0.12,0.230769,0.171717,0.8,?
0.41791,0.36,0.365385,0.191919,0.8,?
0.537313,0.24,0.538462,0.30303,0.6,?
0.402985,0.28,0.346154,0.191919,0.4,23
0.313433,0.2,0.25,0.191919,0.2,15
0.656716,0.3,0.326923,0.171717,0.6,?
0.567164,0.4,0.384615,0.252525,0.6,?
0.164179,0.2,0.346154,0.20202,0.6,?
0.014925,0.24,0,0,0.4,15
0.686567,0.18,0.230769,0.151515,0.8,?
0.343284,0.3,0.326923,0.20202,0.8,?
0.029851,0.28,0,0,0.6,?
0.746269,0.3,0.307692,0,0.6,?
0.373134,0.22,0.230769,0.222222,0.8,?
0.656716,0.24,0.346154,0.222222,0.6,?
0.701493,0.24,0.269231,0.161616,0.8,?
0.402985,0.24,0.346154,0.181818,0.8,?
0.208955,0.16,0.346154,0.181818,0.2,15
0.537313,0.28,0.269231,0.181818,0.6,?
0.268657,0.2,0.288462,0.161616,0.2,1
0.104478,0.24,0.230769,0.171717,0.4,15
0.492537,0.28,0.288462,0.191919,0.6,?
0.41791,0.26,0.326923,0.171717,0.6,?
0.671642,0.22,0.230769,0.161616,0.6,?
0,0.14,0.173077,0,0.4,12
0.641791,0.24,0.307692,0.242424,0.6,?
0,0.24,0.269231,0.141414,0.8,?
0.059701,0.24,0.288462,0.151515,0.2,13
0.462687,0.28,0.326923,0.171717,0.2,17
0.432836,0.28,0.288462,0.191919,0.4,35
0.134328,0.18,0.173077,0.151515,0.6,?
0.402985,0.28,0.288462,0.212121,0.4,1
0.537313,0.28,0.346154,0.181818,0.8,?
0.552239,0.2,0.288462,0.181818,0.6,?
0.104478,0.2,0.288462,0.20202,0.2,1
0.61194,0.24,0.269231,0.161616,0.8,?
0.223881,0.32,0,0,0.8,?
0.328358,0.24,0.307692,0.222222,0.6,?
0.58209,0.24,0.307692,0.161616,0.8,?
0.656716,0.28,0.269231,0.181818,0.8,?
0.149254,0.24,0.288462,0.212121,0.2,1
0.58209,0.14,0.288462,0.191919,0.6,?
0.597015,0.24,0.25,0.181818,0.6,?
0.38806,0.2,0.480769,0.30303,0.8,?
0.268657,0.22,0.25,0.161616,0.6,?
0.537313,0.22,0.307692,0.252525,0.6,?
0.059701,0.16,0.288462,0.191919,0.4,17
0.567164,0.26,0.519231,0.424242,0.6,?
0.253731,0.2,0.211538,0.181818,0.8,?
0.552239,0.24,0.230769,0.181818,0.8,?
0.253731,0.32,0.326923,0.181818,0.6,?
0.089552,0.34,0.326923,0.171717,0.2,20
0.537313,0.26,0.25,0.151515,0.8,?
0.537313,0.24,0.230769,0.121212,0.8,?
0.641791,0.22,0.288462,0.161616,0.6,?
0.61194,0.26,0.269231,0.171717,0.6,?
0.358209,0.24,0.442308,0.232323,0.6,?
0.462687,0.2,0.288462,0.171717,0.8,?
0.701493,0.24,0.269231,0.212121,0.8,?
0.776119,0.3,0.288462,0.171717,0.8,?
0.58209,0,0,0.30303,0.8,?
0.358209,0.2,0.211538,0.161616,0.8,?
0.208955,0.28,0.288462,0.151515,0,14
0.402985,0.12,0.365385,0.191919,0.6,?
0.656716,0.12,0.288462,0.151515,0.8,?
0.253731,0.16,0.230769,0.141414,1,1
0.268657,0.12,0.365385,0.191919,0.2,18
0.61194,0.22,0.384615,0.222222,0.6,?
0.537313,0.24,0.269231,0.171717,0.8,?
0.179104,0.24,0.384615,0.181818,0.2,12
0.149254,0.14,0.269231,0.171717,0.2,4
0.61194,0.16,0.173077,0.141414,0.8,?
0.38806,0.22,0.25,0.141414,0.8,?
0.522388,0.14,0.269231,0.171717,0.8,?
0.432836,0.2,0.423077,0.292929,0.8,?
0.328358,0.1,0.115385,0.161616,0.6,?
0.61194,0.26,0.307692,0.20202,0.6,?
0.328358,0.2,0.25,0.212121,0.6,?
0.701493,0.26,0.288462,0.20202,0.6,?
0.731343,0.34,0.384615,0.232323,0.8,?
0.641791,0.3,0.346154,0.282828,0.8,?
0.328358,0.22,0.634615,0.333333,0.4,30
0.164179,0.24,0.326923,0.222222,0.4,15
0.641791,0.4,0.423077,0.232323,0.6,?
0.567164,0.22,0.326923,0.181818,0.6,?
0.701493,0.32,0.307692,0.20202,0.8,?
0.19403,0.22,0.307692,0.191919,0.6,?
0.313433,0.28,0.307692,0.191919,0,14
0.119403,0.2,0.211538,0.171717,0.8,?
0.597015,0.3,0.326923,0.171717,0.6,?
0.164179,0.3,0.288462,0.232323,0.4,17
0.328358,0.2,0.288462,0.272727,0.8,?
0.134328,0.3,0.307692,0.161616,0.4,17
0.462687,0.12,0.307692,0.161616,0.8,?
0.552239,0,0.288462,0.141414,0.8,?
0.776119,0.24,0.288462,0.181818,0.8,?
0.044776,0.28,0.346154,0,0.6,?
0.373134,0.26,0.288462,0.212121,0.2,18
0.253731,0.2,0.192308,0.181818,0.8,?
0.432836,0.24,0.25,0.191919,0.6,?
0.552239,0.26,0.25,0.141414,0.8,?
0.552239,0.26,0.307692,0.20202,0.8,?
0.492537,0.3,0.307692,0.20202,0.6,?
0.358209,0.24,0.230769,0.171717,0.8,?
0.567164,0.3,0.307692,0.181818,0.8,?
0.731343,0.4,0.403846,0.252525,0.4,30
0.328358,0.26,0.384615,0.20202,0.4,15
0.477612,0.12,0.25,0.161616,0.6,?
0.567164,0.6,0.596154,0.313131,0.6,?
0.208955,0.12,0.326923,0.20202,0.6,?
0.089552,0.22,0.326923,0,0.4,19
0.402985,0.12,0.346154,0.070707,0.2,13
0.283582,0.2,0.307692,0.232323,0.4,27
0.477612,0.24,0.269231,0.222222,0.8,?
0.119403,0.32,0.307692,0.181818,0.8,?
0.134328,0.28,0.269231,0.141414,0.2,14
0.746269,0.24,0.230769,0.151515,0.8,?
0.223881,0.22,0.326923,0.191919,0.6,?
0.268657,0.2,0.288462,0.181818,0.4,15
0.58209,0.24,0.230769,0.181818,0.8,?
0.462687,0.2,0.346154,0.20202,0.4,10
0.432836,0.38,0.442308,0.232323,0.6,?
0.641791,0.3,0.307692,0.30303,0.6,?
0.074627,0.14,0,0,0.2,14
0.626866,0.3,0.288462,0.171717,0.8,?
0.149254,0.1,0.269231,0.171717,0.2,11
0.58209,0.22,0.288462,0.171717,0.6,?
0.38806,0.24,0.288462,0.181818,0.4,16
0.298507,0.18,0.192308,0.171717,0.4,20
0.746269,0.3,0.288462,0.151515,0.8,?
0.074627,0.24,0.25,0.171717,0.6,?
0.074627,0.12,0.288462,0.181818,0.2,12
0.38806,0.22,0.230769,0.181818,0.8,?
0.776119,0.28,0.461538,0.242424,0.6,?
0.552239,0.2,0.365385,0.20202,0.8,?
0.507463,0.26,0.25,0.171717,0.8,?
0.298507,0.24,0.346154,0.181818,0.6,?
0.820896,0.24,0.288462,0.181818,0.8,?
0.104478,0.14,0.269231,0.181818,0.4,13
0.358209,0.18,0.192308,0.131313,0.8,?
0.41791,0.14,0.365385,0.30303,0.4,19
0.58209,0.28,0.365385,0.212121,0.8,?
0.149254,0.1,0.307692,0.161616,0.4,12
0.134328,0.14,0.211538,0.111111,0.2,1
0.149254,0.12,0.115385,0.191919,0.2,12
0.298507,0.3,0.365385,0.252525,0.6,?
0.731343,0.28,0.307692,0.181818,0.8,?
0.477612,0.24,0.269231,0.232323,0.8,?
0.522388,0.2,0.365385,0.212121,0.8,?
0.268657,0.1,0.326923,0.191919,0.8,?
0.626866,0.2,0.288462,0.282828,0.8,?
0.567164,0.24,0.423077,0.232323,0.6,?
0.597015,0.16,0.269231,0.141414,0.8,?
0.208955,0,0.442308,0,1,24
0.552239,0.3,0.326923,0.252525,0.6,?
0.223881,0.24,0.230769,0.151515,0.8,?
0.597015,0.2,0.288462,0.20202,0.8,?
0.358209,0.24,0,0,0.6,?
0.552239,0.28,0.307692,0.292929,0.6,?
0.462687,0.24,0.423077,0.272727,0.6,?
0.149254,0.08,0.288462,0.161616,0.4,14
0.089552,0.28,0.288462,0,0.6,?
0.164179,0.32,0.346154,0.181818,0.4,20
0.522388,0.2,0.288462,0.171717,0.6,?
0.641791,0.24,0.288462,0.20202,0.8,?
0.597015,0.12,0.115385,0.121212,0.8,?
0.58209,0.14,0.230769,0.181818,0.8,?
0.701493,0.24,0.25,0.171717,0.8,?
0.089552,0.22,0.211538,0.111111,0.8,?
0.522388,0.22,0.25,0.181818,0.6,?
0.298507,0.2,0.211538,0.20202,0.6,?
0.268657,0.24,0.346154,0.222222,0.6,?
0.731343,0.1,0.25,0.232323,0.6,?
0.134328,0.14,0.384615,0.20202,0.2,7
0.38806,0.16,0.192308,0.181818,1,10
0.298507,0.24,0.288462,0.181818,0.6,?
0.104478,0.4,0.346154,0.181818,0.6,?
0.597015,0.24,0.326923,0.20202,0.6,?
0.208955,0.28,0.307692,0.161616,0.4,17
0.552239,0.28,0.307692,0.242424,0.6,?
0.38806,0.2,0.269231,0.292929,0.8,?
0.134328,0.12,0.115385,0.171717,0.4,12
0.567164,0.24,0.269231,0.181818,0.6,?
0.537313,0.24,0.288462,0.232323,0.6,?
0.313433,0,0.25,0.212121,0.8,?
0.343284,0.16,0.346154,0.212121,0.8,?
0.477612,0.26,0.25,0.161616,0.8,?
0.343284,0.16,0.365385,0.20202,0.2,15
0.41791,0.24,0.346154,0.222222,0,5
0.507463,0.12,0.288462,0.20202,0.2,6
0.507463,0.24,0.269231,0.212121,0.8,?
0.358209,0.08,0.076923,0.131313,0.8,?
0.686567,0.22,0.211538,0.171717,0.8,?
0.268657,0.1,0.365385,0.20202,0.6,?
0.328358,0.3,0.384615,0.232323,0.6,?
0.074627,0.22,0.25,0.181818,0.4,17
0.059701,0.24,0.307692,0.161616,0.4,1
0.059701,0.18,0.288462,0.171717,0.2,13
0.074627,0.28,0.269231,0.141414,0.4,15
0.402985,0.28,0.384615,0.252525,0.2,14
0.298507,0.1,0.346154,0.353535,0.6,?
0.253731,0.36,0.288462,0.151515,0.2,18
0.402985,0.2,0.192308,0.191919,0.8,?
0.044776,0.24,0.307692,0.161616,0.6,?
0.880597,0.3,0.288462,0.171717,0.8,?
0.492537,0.24,0.346154,0.212121,0.6,?
0.283582,0.2,0.288462,0.171717,0.6,?
0.373134,0.12,0.192308,0.141414,0.2,6
0.149254,0.24,0.307692,0,0.6,?
0.089552,0.3,0.326923,0.181818,0.2,17
0.074627,0.36,0.346154,0.181818,0.6,?
0.283582,0.24,0.346154,0.30303,0.2,1
0.238806,0.1,0.326923,0.171717,0.6,?
0.059701,0.26,0.288462,0.151515,0.6,?
0.179104,0.24,0.288462,0.191919,0.6,?
0.089552,0.28,0.288462,0.171717,0.4,17
0.731343,0.36,0.346154,0.222222,0.6,?
0.552239,0.22,0.365385,0.242424,0.6,?
0.223881,0.22,0.230769,0.20202,0.4,15
0.731343,0.22,0.346154,0.272727,0.6,?
0.089552,0.24,0.25,0.151515,0.2,15
0.58209,0.24,0.288462,0.232323,0.8,?
0.358209,0.22,0.307692,0.20202,0.8,?
0.179104,0.2,0.25,0.131313,0.2,1
0.567164,0.28,0.365385,0.20202,0.2,1
0.507463,0.1,0.230769,0.161616,0.6,?
0.507463,0.24,0.288462,0.272727,0.6,?
0.462687,0.2,0.173077,0.10101,0.8,?
0.223881,0.1,0.211538,0.111111,0.4,1
0.507463,0.24,0.25,0.171717,0.8,?
0.552239,0.18,0.538462,0.292929,0.8,?
0.283582,0.3,0.307692,0.191919,0.6,?
0.701493,0.3,0.326923,0.262626,0.6,?
0.044776,0.2,0,0,0.4,12
0.134328,0.3,0.307692,0.191919,0.2,19
0.253731,0.1,0.230769,0.191919,0.6,?
0.044776,0.16,0.346154,0,0.6,?
0.268657,0.24,0.403846,0.282828,0.6,?
0.552239,0.3,0.307692,0.171717,0.6,?
0.402985,0.16,0.211538,0.171717,0.6,?
0.716418,0.24,0.269231,0.181818,0.8,?
0.074627,0.28,0.269231,0.151515,0.4,7
0.089552,0.18,0.25,0.191919,0.8,?
0.074627,0.3,0.288462,0.151515,0.8,?
0.074627,0.3,0.346154,0.191919,0.6,?
0.089552,0.28,0.269231,0.181818,0.4,10
0.089552,0,0,0,0.6,?
0.41791,0.3,0.288462,0.181818,0.8,?
0.089552,0.3,0.346154,0.181818,0.6,?
0.089552,0.2,0.326923,0.181818,0.8,?
0.104478,0.24,0.230769,0.151515,0.8,?
0.074627,0.2,0.326923,0.20202,0.6,?
0.074627,0.32,0.307692,0.161616,0.6,?
0.074627,0.24,0.326923,0,0.6,?
0.119403,0.36,0.346154,0.222222,0.6,?
0.283582,0.22,0.326923,0.212121,0,16
0.059701,0.24,0.307692,0,0.6,?
0.089552,0.2,0.230769,0.191919,0.8,?
0.074627,0.2,0.230769,0.171717,0.8,?
0.074627,0,0.326923,0,0.8,?
0.089552,0.24,0.230769,0,0.8,?
0.074627,0.24,0.307692,0.20202,0.6,?
0.074627,0.28,0.288462,0.151515,0.8,?
0.208955,0.24,0.365385,0.191919,0.2,1
0.507463,0.1,0.288462,0.151515,0.4,42
0.089552,0.24,0.230769,0,0.6,?
0.089552,0.34,0,0,0.6,?
0.074627,0.26,0.307692,0,0.8,?
0.477612,0.22,0.288462,0.181818,0.8,?
0.358209,0.1,0.346154,0.191919,0.8,?
0.298507,0.12,0.307692,0.181818,0.4,13
0.104478,0.3,0.288462,0.181818,0.4,1
0.61194,0.26,0.269231,0.20202,0.6,?
0.179104,0.26,0.288462,0.171717,0.2,15
0.552239,0.24,0.25,0.161616,0,12
0.059701,0.24,0.230769,0.171717,0.8,?
0.074627,0.3,0.307692,0.181818,0.6,?
0.074627,0.3,0.346154,0,0.6,?
0.074627,0.26,0.269231,0,0.6,?
0.074627,0.28,0.326923,0,0.4,15
0.059701,0.28,0.307692,0,0.6,?
0.597015,0.3,0.346154,0.212121,0.6,?
0.074627,0.26,0.25,0,0.6,?
0.074627,0,0,0,0.8,?
0.059701,0.34,0.326923,0.171717,0.6,?
0.089552,0.24,0.25,0,0.6,?
0.074627,0.24,0.25,0.181818,0.4,15
0.074627,0.2,0.288462,0.191919,0.8,?
0.373134,0.2,0.25,0.242424,0.6,?
0.059701,0.24,0.288462,0.181818,0.6,?
0.507463,0.24,0.25,0.161616,0.4,16
0.059701,0.22,0.25,0.161616,0.6,?
0.059701,0.24,0.230769,0.191919,0.6,?
0.402985,0.24,0.346154,0.212121,0.6,?
0.044776,0.24,0.230769,0,0,15
0.059701,0.2,0.25,0,0.8,?
0.074627,0.12,0.269231,0.171717,0.6,?
0.059701,0.24,0.25,0.161616,0.6,?
0.253731,0.12,0.346154,0.181818,0.2,8
0.059701,0.24,0.25,0.191919,0.6,?
0.104478,0.22,0.307692,0,0.4,21
0.149254,0.2,0.269231,0.151515,0.4,16
0.626866,0.22,0.288462,0.323232,0.6,?
0.328358,0.12,0.288462,0.171717,0.8,?
0.134328,0.18,0.307692,0.191919,0.4,22
0.059701,0.3,0,0,0.6,?
0.208955,0.18,0.403846,0.262626,0.8,?
0.119403,0.16,0,0,0.4,1
0.089552,0.26,0,0,1,21
0.223881,0.36,0.403846,0.232323,0,20
0.074627,0.3,0.288462,0.181818,0.4,17
0.074627,0.12,0.230769,0.161616,0.8,?
0.074627,0.22,0.096154,0,1,16
0.074627,0.2,0.230769,0.151515,0.8,?
0.358209,0.3,0.288462,0.151515,0.8,?
0.179104,0,0.115385,0.060606,0.2,18
0.149254,0.22,0.269231,0.151515,0.2,11
0.447761,0.1,0.403846,0.232323,0.6,?
0.089552,0.26,0.288462,0.20202,0.4,13
0.61194,0.24,0.307692,0.242424,0.8,?
0.358209,0.16,0.5,0.272727,0.2,1
0.41791,0.26,0.288462,0.161616,0.2,12
0.253731,0.24,0.25,0.171717,0.8,?
0.179104,0.24,0.269231,0.191919,0.6,?
0.014925,0.16,0,0,1,14
0.208955,0.24,0.326923,0.060606,0.4,17
0.462687,0.18,0.211538,0.151515,0.8,?
0.208955,0.24,0.288462,0.181818,0.8,?
0.238806,0.24,0.25,0.171717,0.2,1
0.104478,0.08,0.230769,0.151515,0.8,?
0.447761,0.12,0.365385,0.212121,0.8,?
0.029851,0.24,0.269231,0,0.4,15
0.238806,0.24,0.365385,0.232323,0.2,5
0.223881,0.22,0.25,0.151515,0.8,?
0.552239,0.3,0.384615,0,0.6,?
0.029851,0.24,0.269231,0.161616,0.2,10
0.597015,0.2,0.134615,0.171717,0.8,?
0.119403,0.12,0.230769,0.151515,1,1
0.19403,0.06,0.288462,0.191919,0.4,15
0.044776,0.24,0.269231,0,0.6,?
0.208955,0.12,0.25,0.212121,0.4,1
0.074627,0.18,0.307692,0,0.4,11
0.059701,0.2,0.269231,0.171717,1,10
0.462687,0.3,0.365385,0.191919,0.2,19
0.313433,0.06,0.192308,0.171717,0.4,1
0.134328,0.18,0.173077,0.191919,0.2,18
0.149254,0.1,0.173077,0.121212,0.2,1
0.253731,0.3,0.423077,0.242424,0.2,20
0.268657,0.26,0.288462,0.171717,0.6,?
0.328358,0.18,0.269231,0.161616,0.6,?
0.19403,0.28,0.326923,0.181818,0.2,1
0.059701,0.1,0.365385,0.191919,0.2,10
0.328358,0.24,0.423077,0.242424,0.2,15
0.104478,0.18,0.423077,0,0.4,18
0.208955,0.16,0.211538,0.090909,0.2,1
0.014925,0.16,0.173077,0,0.4,12
0.522388,0.12,0.75,0.111111,0.4,10
0.104478,0.26,0.269231,0.151515,0.4,16
0.38806,0.26,0.25,0,0.6,?
0.552239,0.2,0.230769,0.131313,0.8,?
0.537313,0.22,0.346154,0.161616,0.2,1
0.208955,0.26,0.230769,0.121212,0.2,16
0.41791,0.14,0.269231,0.141414,0.2,16
0.149254,0.24,0.403846,0,0.6,?
0.134328,0.24,0.307692,0.181818,0.6,?
0.179104,0.28,0.326923,0.181818,0.4,1
0.671642,0.1,0.134615,0.10101,0.2,1
0.074627,0.24,0,0,0.6,?
0.253731,0.1,0.596154,0,0.4,1
0.208955,0.14,0,0,0.4,13
0.447761,0.2,0.288462,0.242424,0.6,?
0.268657,0.22,0.326923,0.222222,0.2,20
0.313433,0.24,0.307692,0.161616,0.4,10
0.328358,0.26,0.288462,0.171717,0.4,13
0.626866,0.24,0.269231,0.090909,0.2,12
0.223881,0.2,0.25,0.212121,0.4,1
0.477612,0.2,0.192308,0.20202,0.2,24
0.089552,0.24,0.326923,0.212121,0.4,15
0.38806,0.12,0.384615,0.20202,0.2,6
0.074627,0.24,0.288462,0,0,12
0.253731,0.2,0.326923,0.242424,0.2,11
0.38806,0.14,0.288462,0.191919,0.8,?
0.104478,0.14,0.288462,0.191919,0.4,15
0.343284,0.1,0.346154,0.181818,0,17
0.38806,0.22,0.346154,0.222222,0,18
0.477612,0,0.269231,0.151515,0.8,?
